Text ID;Comment;Target
delfi_sql_107;Reikia paprastai gilintis i prostitucijos saknis, ju begales. Prostitucija yra susijusi su skurdu,visuomenes tradicijomis, pvz. musulmonu pasaulyje prostitucijos reikalai yra skirtingi nei katalikiskame arba sekulerizuotame pasaulyje, vyru poligamija ( kazkur tyrimas rode, kad tokiu apie 90-95%). Prostitucijos legalizacija labai slidus reikalas, cia jau politines valios klausimas. Alkoholis, cigaretes legalizuotas narkotikas, lzd ir heroinas, opiumas, zole dar bala kas zino ne. Cia valdzia tarytum zaidzia zaidimeli, cia geras nuodas, cia blogas. Nepaslaptis, kad nelegali prostitucija yra labai nemazai juodos rinkos pinigeliu. Tame paciame Tailande prostitucija yra nelegali, bet kiek ten tos prostitucijos istisomis gatvemis. Bande ir ten realizuoti legalizacija, tai daug zmoniu krito, o rodos labai geras darbas noretas padaryti. Juodi pinigai cia taip greitai nepasiduos. Arba reikia kovoti su skurdu ir visuomenes poziuriu i lengvos meiles poreiki, arba jei to nesugebam, bent jau legalizuoti. Bet pas mus iskils iskarto siaures Jeruzales miesto statusas, Marijos zemes emblema ir joksai politikas nesiims siu purvinu marskiniu i rankas pries bet kokius rinkimus. Zodziu esmine problema - niekas nieko nenori keisti realiais veiksmais.;Muslims (Islam)
delfi_sql_122;"nereikia bijoti ""užstoti saulės "" vietos vyskupams, nes jie pasijaučia neklystančiais ""dievukais"" savo teritorijoje. Bažnyčios vadovas yra ne popiežius, ne vyskupai ir ne kunigai, o Viešpats Jėzus. Gaila, kad tai dažnai pamirštama.";Catholics
delfi_sql_122;Aš iš vienų didžiausių rezistentų šeimos esu. Man tebuvo apie 14 metų, o aš ir Sąjūdžio mitinge dalyvavau, rinkau parašus kurie buvo siunčiami į JTO ir aukas mokykloje rinkau Lietuvos kariams savanoriams. O iki to laiko visi iš manęs tyčiojosi, kad eidavau į bažnyčią kartu su tėčiu. Tėčiui už tai darbe metų gale nubraukdavo premiją ir mums todėl mažiau pinigų parnešdavo į namus. Jis visiems pasakodavo, kad sovietai žlugs, dėlto susilaukdavo KGBistų persekiojimo, jį nuolat kviesdavo į apklausimus. Dažni ginčai su komunistų veikėjais baigdavosi tuo kad jam reikdavo gultis į ligoninę dėl širdies.Pabandykit įsivaizduot ką reiškia į bažnyčią nueit paslapčiomis darant didelį ratą per laukus ir miškus apie 10 kilometrų, o man tuomet išvis tebuvo apie 10 metų.Tėtis suorganizavęs keletą pilnų autobusų žmonių nepabūgę sovietų tankų sausio 13-ąja Lietuvos laisvę gynė Vilniuje prie parlamento ir tv bokšto.Atkūrę Lietuvos nepriklausomybę aš savo rankomis kaip geriausias mokyklos mokinys vidurinėje mokykloje tam tikslui surengtos šventės metu nukabinau sovietinį herbą ir pakabinau Vytį.Tame kaime tėtis buvo Sąjųdžio vadovu ir su dviem kitais bendraminčiais visiems nuo sovietų vykdyto genocido nukentėjusiems pastatė memorialą. 238 žmonės tame kaime buvo tremti, kankinti ar netgi nukankinti. Kai tame kaime ne taip daug gyventojų, dabar tegyvena ne ką daugiau nei 500 žmonių. Aš pats po pamokų eidavau padėti tą memorialą statyti.Ten ant vieno koplytstulpio parašyti tokie Arkivyskupo N.Reinio žodžiai:Neliūdėkime. Nukankintieji kovoja drauge su mumis. Jie stiprina mūsų gretas. Jie nėra mirę. Tebūna pašlovinti nenusilenkę prieš netiesą! Jie gyvens amžinai!;Catholics
delfi_sql_122;psichopatas2014-04-22 16:03 IP: 78.58.139.41Ar čia tu psichopatas ar kaip?Kokia dar mano debiliška galva?Tie tokie kaltinimai metami visai bažnyčiai yra dažnai girdimi tokiuose komentaruose po straipsniais ir facebook komentaruose.Ir nėra ką tokiems kaltintojams atsakyt.Man tokie kaltinimai labai šlykštūs.Todėl tai mane kaip praktikuojantį kataliką užgauna.;Catholics
delfi_sql_122;O kas nusprendė, kad būtent tai sako Viešpats?Ir ar ten yra sakoma kad Jonas Paulius II yra nekaltas dėl to kad buvo slepiama ir bandoma uždangstyti tarp kunigų kilusius vaikų tvirkinimo atvejus???;Catholics
delfi_sql_122;Aš ką sakau kad jei netgi būtų kad tai netiesa, turi aiškiai tai nurodyta kad net jei tarkim nebūt galima įrodyt kad tai šmeištas, bet turi būt tada aišku bent tai kad nėra galima įrodyt kad tai tiesa.Bet kiek matau tai bažnyčios atstovai pripažįsta kad tikrai taip buvo, kad buvo tie nuosikaltimai ir atsiprašinėta buvo už tai t.y. ankstesnis popiezius Benediktas XVI lankydamasis kitose šalyse atsiprašinėdavo tikinčiųjų už kunigų padarytus nusikaltimus.Tai jei bažnyčia tai pripažysta tai kas čia vyksta???Būdavo taip kad spaudoj tiesiog mirgėdavo antraštėmis apie tuos vaikus tvirkinusius kunigus. Ir jei bažnyčia su tuo sutinka tuomet kaip galima atremti kaltinimus metamus visai bažnyčiai???Tie kurie prieštaraujat, pasakykyt koks tas stebuklingas receptas???Gal čia aš viens tik to nesuprantu???Kai viešojoj erdvėje girdimi kaltinimai metami visai bažnyčiai, kaip tikintiesiems apsigint nuo tokių kaltinimų, kad tai neužgautų???Kai aš einu į bažnyčią ir girdžiu viešojoj erdvėj kad tokie kaltinimai metami visai bažnyčiai, mane tai užgauna.Tuomet pasakykit tie kur čia prieštaraujat mano mintims, kaip apsigint nuo tokio užgaulių kaltinimų metamų visai bažnyčiai???;Catholics
delfi_sql_122;Kaip tokiais atvejais reikia elgtis? Ogi taip.Kunigai ne kokie nors kitos planetos gyventojai.Ir jeigu tarkim tarp 1000 žmonių iš plačiosios visuomenės padaroma 20 nusikaltimų, tai tarp 1000 kunigų tepadaroma tik 2 nusikaltimai.Ir taip kunigai tuomet yra 10 kart geresni už kitus.Bet jei taip atsitiko nereikia tai dangstyti- tai labai žalinga ir pavojinga.Reikia pareikalauti kad tie kurie nusikalto atsakytų už tai.Ir kad visa bažnyčia užtikrintų jog ateityj niekad tai daugiau nepasikartos.Tik taip galima sugrįžt į doros kelią, o kito kelio tiesiog nėra.;Catholics
delfi_sql_122;Kanonizacijos atveju tikinčiųjų nuomonė nevaidina jokio vaidmens. Šventasis neprivalo įtikti visų - kairiųjų ar dešiniųjų ideologijoms, politinėms pažiūroms, o pagrindinis jo kanonizavimo argumentas - gausiais liudijimais pagrįsti įrodymai, jog po to asmens mirties įvyko bent keletas antgamtinių stebuklų.Dėl pedofilijos atvejų klere yra ryškiai per daug spekuliacijų ir nepagrįstai išpūstas burbulas. Kažkodėl kaltinimai pasipylė po keliolikos metų tylėjimo ir nėra įrodomi aiškiais faktais. Kodėl būtent šiuo metu tarp Bažnyčios tarnų nepasitaiko pedofilijos atvejų? Negi jie visi ištvirkavo tik prieš daugelį metų, o dabar staiga liovėsi? Galima pagalvoti, kad tarp šimtų tūkstančių pasaulio pedofilų vos ne visi - su sutanomis. Aiški tendencija sukompromituoti nekenčiamą Bažnyčią. Tuo tikslu pasitelkiami informacinio karo metodai. Ne paslaptis, kad pasaulyje yra labai galingų ir įtakingų jėgų, kurioms katalikų Bažnyčia yra lyg rakštis vienoje delikačioje vietoje. Nėra ko stebėtis, kad prieš Bažnyčią metamos didžiulės pastangos, kuriomis įnirtingai siekiama Bažnyčią sunaikinti. Laimei, nesėkmingai.;Catholics
delfi_sql_127;Panašu, kad teks Mergaitę paskelbti šventąja, ne kitaip. Arba skelbti naują tikėjimą. Tik va, tikslas neiaškus. Dauguma religijų kalba apie pomirtinį gyvenimą. Apie maldas ir dorovę. O čia - prie delfio prigulę, su violetinėmis auromis - tik ir ieško, kur tie priešai, apie kuriuos ką nors bjauraus parašyti...;General
delfi_sql_139;Biblija yra įstatymas.Biblijoje yra pasakyta kad savu tarpe nesivadintume tėvais,nes vienintelis TĖVAS YRA DANGUJE.Kodėl žmogus nesilaiko DIEVO įstatymo o vadovaujasi žmonių sukurtais įstatymais.Kuri bažnyčia ar religija ar žmogus turi teisia daryti pakeitimus DIEVO įstatyme ir kas jo laukia už tai..Žmogus net nesuvokia iš savęs koks galingas yra piktasis ir net nemato ir nesupranta kaip jis priverčia žmogų nusisukti nuo DIEVO ir vadovautis žmonių mintimis,kad išsipildytu kas įstatyme pasakyta prakeiktas žmogus kuris vadovaujasi ir ieško stiprybės žmonių mintyse.Šiandien dienos evangelijoje aiškiai pasakyta koks žmogus yra palaimintas.Kaip įstatyme pasakyta kas ieško tas randa,kas beldžia tam atidaroma.;Catholics
delfi_sql_139;JONAS PAULIUS II - NEABEJOTINAI SVENTAS ZMOGUS.JIS YRA NE TIK SVENTASIS, BET IR KANKINYS - PRISIMINKIME KGB VADOVO JURIJAUS ANDROPOVO ORGANIZUOTA PASIKESINIMA I JONA PAULIU II.SVARBU TAI, KAD JONO PAULIAUS II PONTIFIKATAS SIEJA DU TUKSTANMCESIU -TAI NEABEJOTINAI ISSKIRTINE ISTORINE MISIJA, IR JONAS PAULIUS II YRA VIENAS IS PACIU ISKILIAUSIU KATALIKU BAZNYCIOS VADOVU PER VISA KRIKSCIONYBES ISTORIJA.;Catholics
delfi_sql_139;jeigu jie uzdirbo is taikos propagavimo, meiles savo artimajam, gerio, pasiaukojimo tai as nematau cia nieko blogo ! Shiuolaikishkai kalbant ....puiku, kad jie uzdirbo dividendu kataliku baznyciai savo gerais darbais !;Catholics
delfi_sql_149;jav netaip kai rusijoj,prezidentas nieko nesprendzia,o vygdo tikruju seimininku nurodymus.Paskutinis prezidentas kuris nestojo i slaptasias masonu lozes buvo KENEDIS.As juk katalikas-pasake prezidentas.Jis bande buti savarankisku ir tapo pavyzdziu kas gali atsitikti su kitais.JAV ikure ir valdo iliuminatai ir masonai,o viespats ju liuciferis.Globalizacija-tai ju projektas.VIENAS PASAULIS,VIENA VALSTYBE ,VIENAS DIEVAS-LIUCIFERIS.;Catholics
delfi_sql_153;ir ne zingeruo giminaitis, bet katalikas. Na o suslikas yra rusiskas zodis, tad gal trauk kur nors i paurali ir paaiskink saviskiams, kad duma rusija stumtelejo i meslo kruva, tad rusams ilgai teks praustis savo baltinius, kol gales pasirodyti pasaulyje.;Catholics
delfi_sql_155;"Ei, lietuviu kilmes konspiratoriau ..... musulmonu-rusu-geju myletajau: ""info-DG-kukutis""!Ankciau dar pasirasynejai kaip: valdas, retorika, NIBIRU,lrp, ""jdl"" , ""JDL"", ""as"", "">"", ""Sirsta beretes"", ""Nostalgija"", ""kablys"", ""Pyteris Mejeris"" , ""???"", ""Taigi"", ""Numirsiu iš juoko"", ""Pamąstymai apie JDL"", ""daktaras"", ""nerašo""....o dabar pagrinde tik kaip info/DG.... Papaigai idesiu tavo kleta ""sedevriniu"" komentaru kurie parodo tikra tavo veida... Maloniu prisiminimu! :)info2012-05-14 13:04Taip, esu gėjus. Aš nesigėdiju tuo. Gyvenu taip, kaip man patinka, ir niekam neprimetu savo gyvenimo būdo. Ir nusišvilpt man ant visu.Tai mano laisve!info2012-04-02 10:34Vakar patvarkiau kaimyno ožką, norėjau pajusti būdamas lietuvių, ką jaučia musulmonas tai darydamas!dg2012-05-09 01:00IP: 62.212.201.201bedarbis . b.l.ogspot . com uzdarbis uz ijungta kompiuteri. gauta ismoka! patikima 100%as, 2012-05-05 00:38 nesuprantu.zydai yra dievo prakeikta tauta,o vokieciai jiems padeda.Nostalgija, 2012-04-30 18:57 Galėjo žydai gyventi Buchenvalde ir Osvencime ,ten ir aukštos sienos buvo pastatytos ir spygliuota viela buvo aptverta teritorijaAr pratesti ar pakaks??? :)";Muslims (Islam)
delfi_sql_155;"Ir dar keleta faktu apie Jerusalaima(Jeruzale)... kad nesakytum kad tai labai ""musulmonams"" sventas miestas...ir kad ten visada buvo ""dauguma"" musulmonu...1471- 250 ????? ??????, ???????? ? ???????? ???. (Salo Baron);1489- 200 ????? ??????,???????? ? ???????? ??? (Avraham Yaari);1525- 199 ????? ??????,119 ????? ???????? ? ????????- 616 ?????(Salo Baron);1539- 1630 ???????? ?????? ??????,???????? ? ???????? ???.(???????? ????????? ??????????? ??????? )(Tahrir);1556- 2350 ???????? ?????? ??????,???????? ? ???????? ???.(???????? ????????? ??????????? ??????? )(Tahrir);1568- 1160 ???????? ?????? ??????, ???????? ? ???????? ???.(????????? ???????? ?????????);1640-4000 ???????? ?????? ??????, ???????? ? ???????? ???.(Roger  ??????????? ??????????????);???????????? ????????? ?? ????????? ???????? ???????? 1844 ???? ????????, ??? ? ?????????? ???? 7120 ??????, 5 ????? ????????? ? 3390 ????????. ?? ??????????? ??????????? ?? 1876 ??? ?? ???????, ??? ? 1876 ???? ? ?????????? ???? 12 ????? ??????, 7560 ????????? ? 5470 ????????. ? ??? ???????????? ????????? ?? 1895-1896 ????. ????????? ?????????? : 28112 ??????, 8560 ????????? ? 8748 ???????? - ?????? ????? ??????, ??? ????????? ? ????????, ?????? ??????! 1905- 40 000 ??????, ????????- 13 000 ? ???????? -7 000.(Manashe Harrel)?? ????????? ?????????? ????????? ?????? ?? 1922 ??? - 33971 ????? ? ?????? 13413 ????????? ? 14699 ????????. 1931 ??? - 51222 ?????, 19894 ???????????? ? 19335 ????????. ? 1948 ???? ??? ??????????? ??????????? ???????, ? ?????????? ???? 100 ????? ??????, 40 ????? ????????? ? 20 ????? ????????..";Muslims (Islam)
delfi_sql_155;"Sveikas nacisteli!Ei, lietuviu kilmes konspiratoriau ..... musulmonu-rusu-geju myletajau: ""info-DG-kukutis""!Ankciau dar pasirasynejai kaip: valdas, retorika, NIBIRU,lrp.....o dabar pagrinde tik kaip info/DG.... Oi, vos nepamirsau dar pora tavo pasirasymo naiku, pvz: ""jdl"" , ""JDL"", ""as"", "">"", ""Sirsta beretes"", ""Nostalgija"", ""kablys"", ""Pyteris Mejeris"" , ""???"", ""Taigi"", ""Numirsiu iš juoko"", ""Pamąstymai apie JDL"", ""daktaras"", ""nerašo"".....Seniai netersiai ""eteerio"" savo melu ir musulmoniska propaganda.... Kur buvai dinges? Kaupiaia pinigelius naujam kompui kai seno neteikai uz naciszma??? :)Ka gi,atsakykime siam nacistelui TIESA! P.S. nepamirsk vel kaupti pinigelius naujam kompui...greitai prireiks! :)";Muslims (Islam)
delfi_sql_155;"Ir dar keleta faktu apie Jerusalaima(Jeruzale)... kad nesakytum kad tai labai ""musulmonams"" sventas miestas...ir kad ten visada buvo ""dauguma"" musulmonu...1471- 250 ????? ??????, ???????? ? ???????? ???. (Salo Baron);1489- 200 ????? ??????,???????? ? ???????? ??? (Avraham Yaari);1525- 199 ????? ??????,119 ????? ???????? ? ????????- 616 ?????(Salo Baron);1539- 1630 ???????? ?????? ??????,???????? ? ???????? ???.(???????? ????????? ??????????? ??????? )(Tahrir);1556- 2350 ???????? ?????? ??????,???????? ? ???????? ???.(???????? ????????? ??????????? ??????? )(Tahrir);1568- 1160 ???????? ?????? ??????, ???????? ? ???????? ???.(????????? ???????? ?????????);1640-4000 ???????? ?????? ??????, ???????? ? ???????? ???.(Roger  ??????????? ??????????????);???????????? ????????? ?? ????????? ???????? ???????? 1844 ???? ????????, ??? ? ?????????? ???? 7120 ??????, 5 ????? ????????? ? 3390 ????????. ?? ??????????? ??????????? ?? 1876 ??? ?? ???????, ??? ? 1876 ???? ? ?????????? ???? 12 ????? ??????, 7560 ????????? ? 5470 ????????. ? ??? ???????????? ????????? ?? 1895-1896 ????. ????????? ?????????? : 28112 ??????, 8560 ????????? ? 8748 ???????? - ?????? ????? ??????, ??? ????????? ? ????????, ?????? ??????! 1905- 40 000 ??????, ????????- 13 000 ? ???????? -7 000.(Manashe Harrel)?? ????????? ?????????? ????????? ?????? ?? 1922 ??? - 33971 ????? ? ?????? 13413 ????????? ? 14699 ????????. 1931 ??? - 51222 ?????, 19894 ???????????? ? 19335 ????????. ? 1948 ???? ??? ??????????? ??????????? ???????, ? ?????????? ???? 100 ????? ??????, 40 ????? ????????? ? 20 ????? ????????.";Muslims (Islam)
delfi_sql_156;o tai geras kunigas pinigu neima?ka siais laikais kunigai darmai dirba?;Catholics
delfi_sql_173;nuo kada geberit musulmoniskas produktas? mes klozomata turim jau 10 m. ir nenaudojam... nepatinka. siaip juos maziausiai 30 m. sveicarai gamina, o lietuvoj - naujiena.;Muslims (Islam)
delfi_sql_173;Durnas straipsnis durnių redaguojamame portale. Rašo apie išmanųjį klozetą (tokie mėgstami Japonijoje, pašildančia sėdyne, šlapimo, išmatų analizatoriais, užpakalio plovikliais/džiovikliais ir t.t.), bet nuotraukoje pateiktas ir aprašytas paprasčiausias musulmoniškų šalių klozetas. Matyt kvaištelėję Delfių redaktoriai nežino, jog Koranas musulmonui liepia po reikalo apsiplauti vandeniu, kaire ranka. Musulmonas nesinaudoja tualetiniu popieriumi, jis verčiau į kabiną nusineš butelį vandens apsiplovimui.;Muslims (Islam)
delfi_sql_188;"Yra begales irodymu , kad Bin Ladeno niekas nenusove. Nes kiekviename video , kuris pasirodydavo Bin Ladenas , atrodydavo kaip skirtingas zmogus buvusiam anam video , tik vyrauja vienintelis ""skiriamasis"" zenklas , tai barzda ir musulmoniska isvaizda. Greiciausiai tai buvo pramanytas veikejas.";Muslims (Islam)
delfi_sql_195;Partizano kunigo Justino Lelešiaus  Grafo, dienoraštis 1946 -1947 metais. Rastas Po kunigo  partizano žūties. Guliu šiauduose ir galvoju: dėl ko mes turime vargti, dėl ko mes vieni turime nešti tautos kryžių ir vargus? Turėdamas laiko, imu ieškoti viso to kaltininkų. Iš kur Lietuvoje atsirado tiek daug išgamų, parsidavėlių? Prieinu išvadą, biednuomenės socialinė padėtis mūsų Nepriklausomybės laikais jiems buvo nepakenčiama. Už pusę lito darbininkas turėjo kirsti žydui per dieną malkas, tuo tarpu jis matė prabangoje skęstančius Kauno ponus. Darbininkas su šeima kentė badą, tuo tarpu Kita žmonių dalis ruošė ištaigingus balius, kuriuose dažnai keldavo naktines orgijas. Tą matė varge ir baisiam skurde beskęstantis darbininkas. Jo galvosenoje vyravo neapykanta buržuazijai. Tokių užmirštų ir varge skęstančių šeimų buvo NE viena. Jos būrėsi viena prie kitos į vis didesnius ratelius. Jeigu mūsų Nepriklausomybės laikais būtų buvęs kreipiamas dėmesys į tą vargstančią liaudį, į jos vargingą buitį  to šiandien nebūtų įvykę. Jeigu visi mes esame Lietuvos piliečiai, toje tautoje gimę, tai visi turime teisę tautos gėrybėmis naudotis. Reikėjo duoti sąlygas: kad visi galėtų žmoniškai pragyventi. Aukštas valdininkas turėjo kelių aukštų namą, kurį dažnai įsigydavo vogdamas iš valstybės iždo, o darbininko šeima utėlėta gyveno fortuose AR tamsiuose, drėgnuose rūsiuose. Ar negalėjo valstybė sudaryti sąlygas, kad ir tos darbininkų šeimos turėtų tinkamus butus, kaip pridera žmogui, pragyvenimą. Iš antros pusės: su pavydu žiūrėjo ūkininkas į dygstantį Lapėno mūrą, o pats, atsisakydamas mėsos kąsnelio, vežė už trisdešimt penkis litus savo bekoną, kad tik galėtų apsimokėti mokesčius. Juodi pono Lapėno darbai šiandien visai tautai nėra paslaptis. Kiekvienas valdininkas jautėsi padėties viešpats. Tarnautojas yra skirtas patarnauti visuomenei. O mūsų valdininkija išbardavo, iškoneveikdavo ir siųsdavo velniop bemokslį kaimietį. Pagieža tautoje augo. Vieni dairėsi į Maskvą, antri į Berlyną, o treti  į Varšuvą.;Catholics
delfi_sql_217;Man asmeniškai tai gražiausia šiemet daina, jaučiasi, jog rašė graikas stačiatikis. Daina yra apie Tikėjimą, Viltį ir Meilę, sielos kreipimasis į Mylimąjį. Paprastumas, naivumas toks pavergiantis. Nors jos ir nepretendentės laimėti konkursą, aš jas palaikysiu,;Orthodox Christians
delfi_sql_240;"pagonys, ne pagonys, koks skirtumas :D svarbiausia Jūs nešėlote tą vakarą, laikotės papročių ir tradicijų :) Tai koks skirtumas Jums? Juk Jūs nė kiek nenusidėjote. Tai geriau sėdėkit ir tylėkit,. Jaunimas, nori pasilinksmint. Jų NAKTYS- tegu šėlsta ;)";Pagans 
delfi_sql_247;kokias gi rusiskas prekes gali pasiulyti putinas iranui. vodkos musulmnai negeria, matriosku jiems nereikia, vienintele preke, kuri irana domintu - karine technika.taip ir sakytu, o nekalbetu apie rusiskas prekes.;Muslims (Islam)
delfi_sql_247;Dar yra degtinė. Bet deja musulmonai jos negeria.;Muslims (Islam)
delfi_sql_247;Taip turėtų pasielgrti visas arabų pasaulis, nes Rusija skriaudžia musulmonus. Pirmiausia, išpjovė čečėnų tautą, kuri kovojo už laisvę, dabar antrą kartą bando išvaryti totorius iš totorių žemės Kryme.;Muslims (Islam)
delfi_sql_247;cha, dar viena kaspijos juros regiono salis atsuko kremliui nugarą, taigi, vidurinėje azijoje rusams liko tik kazakstanas, kuris irgi turi atskirą nuomonę ir apie eurazijos projektą ir apie kremliaus planus saviizoliuotis. manau, kad putinas tikejosi, kad po jo vėliava siekiant apriboti JAV hegemoniją eurazijos regione visi puls prie jo jungtis, bet, panasu, kad lieka vienas su ištikimąja gudija.o Iranas mato, kaip gyvena uzbekija is duju eksporto, neziurint i tai, kad yra musulmoniska salis...;Muslims (Islam)
delfi_sql_291;... ale kaip krikščioniška...... gavus per snukį atsukt jam kitą galą......;Catholics
delfi_sql_299;kvailieji vakarieciai turi baigt zaist idijotiskas demokratijas , tuoj pat uzmegzt glaudzius ekonominius santykius su iranu, iraku ,vidurinia azija ir tiesiogiai pirkti dujas , nafta, o nesikabineti prie ju rezimų, kad musulmonas geju nemyli , ar dar kokios nesamones , naftos ir duju azebaidziane , vidurinej azijoj, irane , jūros , reikia tiesti is ten dujotekius , ir dziaugtis gyvenimu, volodia pakol kas palikt ramybej su savo gazu;Muslims (Islam)
delfi_sql_314;pradžia daroma visiškai ateistinėje šalyje, kur žmonės išsigimė ir jiems jau dzin, kad Biblijoje parašyta, jog laikų pabaigoje(ne pasaulio pabaigoje, o šitos civiliacijos pabaigoje) visi privalės turėt velnio ženklą ant rankos ar kaktos, be kurio negalės, nei pirkt, nei parduot...;Atheists 
delfi_sql_317;"dar galejo rusijos veliava i rankas ifotoshopint!Na ir koki popo kryziu provoslavini ant kaklo-o tai i zizi topus panasu!Rusas kazkaip pamirso pagonus nusiplest-juokinga,ar kvaila?Geras irodymas rusu armijos ukrainoje""!tikime tikesime ir tikejome""";Orthodox Christians
delfi_sql_317;"dar galejo rusijos veliava i rankas ifotoshopint!Na ir koki popo kryziu provoslavini ant kaklo-o tai i zizi topus panasu!Rusas kazkaip pamirso pagonus nusiplest-juokinga,ar kvaila?Geras irodymas rusu armijos ukrainoje""!tikime tikesime ir tikejome""";Pagans 
