Text ID;Comment;Target
delfi_sql_246;Neklaidinkite skaitytojų . Vyksta derybos dėl dujų tarp Rusijos ir Kinijos. Kinija importuotų apie 80 mlrd kubinių metrų dujų . Dėl kainos nesutariama. Nes Rusija norėtų 450 dolerių už 1000 kūbų , ( tokia kaina Europoje ) tai su priedo padidėjusia transportavimo išlaidomis . Kinija norėtų 260 dolerių už 1000 kūnų. Nes tie Kinija moka Turkmėnijai. Manoma kad susitarimas bus 320 - 350 dolerių ribose už 1000 kūbinių metrų rusiškų dujų . 38o tai tik Rusijos geri norai. Apie naftą . Kinija nori rusiškos naftos. Tik tas dalykas kad Rusijos visi pajėgumai naftos eksporte į Kinija užkrauti pilnai. Vienintelė naftotiekio linija dirba pilnu pajėgumnu , geležinkeliu taip pat ne guminiai. Kas neduoda daugiau eksportuoti dujų ir naftos į Kinija ? Rusijos biurokratizmas ir totalios vagystės. Nes dar 2006 metais Rusija pasirašiusi su Kinija sutartį gerokai išplėsti eksporto galimybės , nutiesti dar vieną dujotiekį ir naftotekį , pastatyti suskystintų dujų pajėgumus . Absoliuti dauguma darbų liko popieriuje . Dabar Kinija labai aiškiai pasakė Rusijai kad ji nevykdo savo įsipareigojimų.;China
delfi_sql_246;Neklaidinkite skaitytojų . Vyksta derybos dėl dujų tarp Rusijos ir Kinijos. Kinija importuotų apie 80 mlrd kubinių metrų dujų . Dėl kainos nesutariama. Nes Rusija norėtų 450 dolerių už 1000 kūbų , ( tokia kaina Europoje ) tai su priedo padidėjusia transportavimo išlaidomis . Kinija norėtų 260 dolerių už 1000 kūnų. Nes tie Kinija moka Turkmėnijai. Manoma kad susitarimas bus 320 - 350 dolerių ribose už 1000 kūbinių metrų rusiškų dujų . 38o tai tik Rusijos geri norai. Apie naftą . Kinija nori rusiškos naftos. Tik tas dalykas kad Rusijos visi pajėgumai naftos eksporte į Kinija užkrauti pilnai. Vienintelė naftotiekio linija dirba pilnu pajėgumnu , geležinkeliu taip pat ne guminiai. Kas neduoda daugiau eksportuoti dujų ir naftos į Kinija ? Rusijos biurokratizmas ir totalios vagystės. Nes dar 2006 metais Rusija pasirašiusi su Kinija sutartį gerokai išplėsti eksporto galimybės , nutiesti dar vieną dujotiekį ir naftotekį , pastatyti suskystintų dujų pajėgumus . Absoliuti dauguma darbų liko popieriuje . Dabar Kinija labai aiškiai pasakė Rusijai kad ji nevykdo savo įsipareigojimų.;Russia
delfi_sql_246;Neklaidinkite skaitytojų . Vyksta derybos dėl dujų tarp Rusijos ir Kinijos. Kinija importuotų apie 80 mlrd kubinių metrų dujų . Dėl kainos nesutariama. Nes Rusija norėtų 450 dolerių už 1000 kūbų , ( tokia kaina Europoje ) tai su priedo padidėjusia transportavimo išlaidomis . Kinija norėtų 260 dolerių už 1000 kūnų. Nes tie Kinija moka Turkmėnijai. Manoma kad susitarimas bus 320 - 350 dolerių ribose už 1000 kūbinių metrų rusiškų dujų . 38o tai tik Rusijos geri norai. Apie naftą . Kinija nori rusiškos naftos. Tik tas dalykas kad Rusijos visi pajėgumai naftos eksporte į Kinija užkrauti pilnai. Vienintelė naftotiekio linija dirba pilnu pajėgumnu , geležinkeliu taip pat ne guminiai. Kas neduoda daugiau eksportuoti dujų ir naftos į Kinija ? Rusijos biurokratizmas ir totalios vagystės. Nes dar 2006 metais Rusija pasirašiusi su Kinija sutartį gerokai išplėsti eksporto galimybės , nutiesti dar vieną dujotiekį ir naftotekį , pastatyti suskystintų dujų pajėgumus . Absoliuti dauguma darbų liko popieriuje . Dabar Kinija labai aiškiai pasakė Rusijai kad ji nevykdo savo įsipareigojimų.;Other
delfi_sql_247;Jei Iranas isties taip pasielgtu,tai rusam butu kaip dalgiu per kiausinius;Iran
delfi_sql_247;Manau tikrai tikėjosi ir žinojo. JAV doleriui paskutiniai mėnėsiai. Pirkitės kinijos yuanus;USA
delfi_sql_247;Manau tikrai tikėjosi ir žinojo. JAV doleriui paskutiniai mėnėsiai. Pirkitės kinijos yuanus;China
delfi_sql_247;Rusija su Iranu partneriai ir vieni kitus supranta ir palaiko. Jeigu Iranas tieks dujas europai, atsiskaitymas bus ne doleriais o prekemis, o tai reiskia labai greita kracha amerikai. Rusai su Iranu siuo klausimu vieningi. Kadafi nuzude amerikieciai uz tai kad jis pradejo tiekti nafta Prancuzams ne uz dolerius o uz eurus.;Russia
delfi_sql_247;Rusija su Iranu partneriai ir vieni kitus supranta ir palaiko. Jeigu Iranas tieks dujas europai, atsiskaitymas bus ne doleriais o prekemis, o tai reiskia labai greita kracha amerikai. Rusai su Iranu siuo klausimu vieningi. Kadafi nuzude amerikieciai uz tai kad jis pradejo tiekti nafta Prancuzams ne uz dolerius o uz eurus.;Iran
delfi_sql_252;Is pradziu del JAV gamybos. Visu pirka JAV gyvena tikrai daug zmoniu, jie turi kazka valgyti, todel bent kazkiek turi apsirupirnti, todel ir yra zemes ukis. Bet vat mano ofisiniam pastate yra viens pakistanetis, tai jis vat eksportuoja ivairius vaisius is Pakistano i Niujorka. JAV ukis gauna didele parara per taip vadinama pagalba aurikos salims. Kas yra labdara pagal JAV. JAV atspausdina doleriu, ir juos isdalina ukininkams kad siems apsimoketu auginti zemes ukio produkcija. Paskui ta zemes ukiop produkcija supakuijama i JAV laivus, ir tik JAV laivus, ir plukdoma i vargsias Afrikos valstybes. i paskui AfRIKOS valstybes PERKA uz savikaina tuos produktus. Taip PERKA, JAV ne dovanuoja. AFRIKOS VALSTYBES perka uz dolerius. Vel auginama doleriu paklausa. Savo ruostu, JAV spausdina ir spausdina dolerius, ir ju pasaulyje nu tikrai butu per daugs, ir jie turi kazkaip juos susigrazinti atgal, nes kitaip taigi nuvertes doleris gi. Ka jie daro? Jie ima ir parduoda savo skolos rasteli. Taigi pvz Rusija parduoda ES dujas ir gauna dolerius, paskui jie uz tuos dolerius perka skolos rastelius. Tokiu budu doleriai grizta i JAV, o Rusija atidave dujas Europai ir daliausiai gavo skolos rasteli. Analogiskai su Kinija. Kinija parduoda savo produktus uz dolerius, paskui uz tuos dolerius perka skolos rastelius. Todel jie ir turi tiek daug skolos rasteliu. Skolos rasteliai tai savotiska doleriu susiurbimo masina. Bet kas bus jeigu Rusija pardavines dujas ES uz eurus? Ji negaus doleriu, taigi negales nupirkti ir jav skolos rasteliu. O ir kam. O tai kad visi pirktu skolos rastelkius garantuoja karines bazes. Tik atsisako koks Kadafis pirkt rastelius, tai ir pasirodo kad jis diktatorius. Vat taip ir cirkuliuoj dolerio sistema. Na pasidomek kas yra doleris, ir viskas gi aisku. Del euro. Tai pagrindine atsiskaitymo valiuta tarp Europos saliu. Kitaip tariant nori nusipirkti kazka is lenko, moki eurais. Ir taip toliau ir panasiai. Todel yra paklausa valiutos. Todel ES irgi spaustina eurus. ES tai is esmes bandymas pakartoti JAV fedrezervo principa. Beje. kodel rusai dabar Garbaciova paduoda i teisma del Sovietu sajungos zlugimo. Sovietu sajungoje viskas buvo sutvarkyta taip, kad visas atsiskaitymas ejo uz rublius. tai vat Latvija savo Latvijas pardavinejo visai sovietu sajungai uz rublius, ir uz rublius pirko iskitu sovietu sajungos valstybiu visa kita. O Garbaciovo nuotarimu, buvo pereita prie atsiskaitymo uz JAV dolerius. kitaip tariant, Latvija savo Latvijas pradejo pardavineti uz Dolerius, ir Lietuva kad nupirktu latvija, tureja kazka parduoti, kad gautu Dolerius. Aisku buvo doleriu trukumas, ir todel Lietuva nusprende nepirkti tam tikro kiekio latviju, Latvijos gamyklu paklausa sumazejo ir prasiedejo stabdymas gamybos. Ir taip toliau ir panasiai. Beje tuo, paciu metu JAv kaip tik prasidejo gyvenimo lygio augimas. Zodziu, viskas labai sudetinga.;USA
delfi_sql_252;Is pradziu del JAV gamybos. Visu pirka JAV gyvena tikrai daug zmoniu, jie turi kazka valgyti, todel bent kazkiek turi apsirupirnti, todel ir yra zemes ukis. Bet vat mano ofisiniam pastate yra viens pakistanetis, tai jis vat eksportuoja ivairius vaisius is Pakistano i Niujorka. JAV ukis gauna didele parara per taip vadinama pagalba aurikos salims. Kas yra labdara pagal JAV. JAV atspausdina doleriu, ir juos isdalina ukininkams kad siems apsimoketu auginti zemes ukio produkcija. Paskui ta zemes ukiop produkcija supakuijama i JAV laivus, ir tik JAV laivus, ir plukdoma i vargsias Afrikos valstybes. i paskui AfRIKOS valstybes PERKA uz savikaina tuos produktus. Taip PERKA, JAV ne dovanuoja. AFRIKOS VALSTYBES perka uz dolerius. Vel auginama doleriu paklausa. Savo ruostu, JAV spausdina ir spausdina dolerius, ir ju pasaulyje nu tikrai butu per daugs, ir jie turi kazkaip juos susigrazinti atgal, nes kitaip taigi nuvertes doleris gi. Ka jie daro? Jie ima ir parduoda savo skolos rasteli. Taigi pvz Rusija parduoda ES dujas ir gauna dolerius, paskui jie uz tuos dolerius perka skolos rastelius. Tokiu budu doleriai grizta i JAV, o Rusija atidave dujas Europai ir daliausiai gavo skolos rasteli. Analogiskai su Kinija. Kinija parduoda savo produktus uz dolerius, paskui uz tuos dolerius perka skolos rastelius. Todel jie ir turi tiek daug skolos rasteliu. Skolos rasteliai tai savotiska doleriu susiurbimo masina. Bet kas bus jeigu Rusija pardavines dujas ES uz eurus? Ji negaus doleriu, taigi negales nupirkti ir jav skolos rasteliu. O ir kam. O tai kad visi pirktu skolos rastelkius garantuoja karines bazes. Tik atsisako koks Kadafis pirkt rastelius, tai ir pasirodo kad jis diktatorius. Vat taip ir cirkuliuoj dolerio sistema. Na pasidomek kas yra doleris, ir viskas gi aisku. Del euro. Tai pagrindine atsiskaitymo valiuta tarp Europos saliu. Kitaip tariant nori nusipirkti kazka is lenko, moki eurais. Ir taip toliau ir panasiai. Todel yra paklausa valiutos. Todel ES irgi spaustina eurus. ES tai is esmes bandymas pakartoti JAV fedrezervo principa. Beje. kodel rusai dabar Garbaciova paduoda i teisma del Sovietu sajungos zlugimo. Sovietu sajungoje viskas buvo sutvarkyta taip, kad visas atsiskaitymas ejo uz rublius. tai vat Latvija savo Latvijas pardavinejo visai sovietu sajungai uz rublius, ir uz rublius pirko iskitu sovietu sajungos valstybiu visa kita. O Garbaciovo nuotarimu, buvo pereita prie atsiskaitymo uz JAV dolerius. kitaip tariant, Latvija savo Latvijas pradejo pardavineti uz Dolerius, ir Lietuva kad nupirktu latvija, tureja kazka parduoti, kad gautu Dolerius. Aisku buvo doleriu trukumas, ir todel Lietuva nusprende nepirkti tam tikro kiekio latviju, Latvijos gamyklu paklausa sumazejo ir prasiedejo stabdymas gamybos. Ir taip toliau ir panasiai. Beje tuo, paciu metu JAv kaip tik prasidejo gyvenimo lygio augimas. Zodziu, viskas labai sudetinga.;Russia
delfi_sql_252;Is pradziu del JAV gamybos. Visu pirka JAV gyvena tikrai daug zmoniu, jie turi kazka valgyti, todel bent kazkiek turi apsirupirnti, todel ir yra zemes ukis. Bet vat mano ofisiniam pastate yra viens pakistanetis, tai jis vat eksportuoja ivairius vaisius is Pakistano i Niujorka. JAV ukis gauna didele parara per taip vadinama pagalba aurikos salims. Kas yra labdara pagal JAV. JAV atspausdina doleriu, ir juos isdalina ukininkams kad siems apsimoketu auginti zemes ukio produkcija. Paskui ta zemes ukiop produkcija supakuijama i JAV laivus, ir tik JAV laivus, ir plukdoma i vargsias Afrikos valstybes. i paskui AfRIKOS valstybes PERKA uz savikaina tuos produktus. Taip PERKA, JAV ne dovanuoja. AFRIKOS VALSTYBES perka uz dolerius. Vel auginama doleriu paklausa. Savo ruostu, JAV spausdina ir spausdina dolerius, ir ju pasaulyje nu tikrai butu per daugs, ir jie turi kazkaip juos susigrazinti atgal, nes kitaip taigi nuvertes doleris gi. Ka jie daro? Jie ima ir parduoda savo skolos rasteli. Taigi pvz Rusija parduoda ES dujas ir gauna dolerius, paskui jie uz tuos dolerius perka skolos rastelius. Tokiu budu doleriai grizta i JAV, o Rusija atidave dujas Europai ir daliausiai gavo skolos rasteli. Analogiskai su Kinija. Kinija parduoda savo produktus uz dolerius, paskui uz tuos dolerius perka skolos rastelius. Todel jie ir turi tiek daug skolos rasteliu. Skolos rasteliai tai savotiska doleriu susiurbimo masina. Bet kas bus jeigu Rusija pardavines dujas ES uz eurus? Ji negaus doleriu, taigi negales nupirkti ir jav skolos rasteliu. O ir kam. O tai kad visi pirktu skolos rastelkius garantuoja karines bazes. Tik atsisako koks Kadafis pirkt rastelius, tai ir pasirodo kad jis diktatorius. Vat taip ir cirkuliuoj dolerio sistema. Na pasidomek kas yra doleris, ir viskas gi aisku. Del euro. Tai pagrindine atsiskaitymo valiuta tarp Europos saliu. Kitaip tariant nori nusipirkti kazka is lenko, moki eurais. Ir taip toliau ir panasiai. Todel yra paklausa valiutos. Todel ES irgi spaustina eurus. ES tai is esmes bandymas pakartoti JAV fedrezervo principa. Beje. kodel rusai dabar Garbaciova paduoda i teisma del Sovietu sajungos zlugimo. Sovietu sajungoje viskas buvo sutvarkyta taip, kad visas atsiskaitymas ejo uz rublius. tai vat Latvija savo Latvijas pardavinejo visai sovietu sajungai uz rublius, ir uz rublius pirko iskitu sovietu sajungos valstybiu visa kita. O Garbaciovo nuotarimu, buvo pereita prie atsiskaitymo uz JAV dolerius. kitaip tariant, Latvija savo Latvijas pradejo pardavineti uz Dolerius, ir Lietuva kad nupirktu latvija, tureja kazka parduoti, kad gautu Dolerius. Aisku buvo doleriu trukumas, ir todel Lietuva nusprende nepirkti tam tikro kiekio latviju, Latvijos gamyklu paklausa sumazejo ir prasiedejo stabdymas gamybos. Ir taip toliau ir panasiai. Beje tuo, paciu metu JAv kaip tik prasidejo gyvenimo lygio augimas. Zodziu, viskas labai sudetinga.;Latvia
delfi_sql_252;Is pradziu del JAV gamybos. Visu pirka JAV gyvena tikrai daug zmoniu, jie turi kazka valgyti, todel bent kazkiek turi apsirupirnti, todel ir yra zemes ukis. Bet vat mano ofisiniam pastate yra viens pakistanetis, tai jis vat eksportuoja ivairius vaisius is Pakistano i Niujorka. JAV ukis gauna didele parara per taip vadinama pagalba aurikos salims. Kas yra labdara pagal JAV. JAV atspausdina doleriu, ir juos isdalina ukininkams kad siems apsimoketu auginti zemes ukio produkcija. Paskui ta zemes ukiop produkcija supakuijama i JAV laivus, ir tik JAV laivus, ir plukdoma i vargsias Afrikos valstybes. i paskui AfRIKOS valstybes PERKA uz savikaina tuos produktus. Taip PERKA, JAV ne dovanuoja. AFRIKOS VALSTYBES perka uz dolerius. Vel auginama doleriu paklausa. Savo ruostu, JAV spausdina ir spausdina dolerius, ir ju pasaulyje nu tikrai butu per daugs, ir jie turi kazkaip juos susigrazinti atgal, nes kitaip taigi nuvertes doleris gi. Ka jie daro? Jie ima ir parduoda savo skolos rasteli. Taigi pvz Rusija parduoda ES dujas ir gauna dolerius, paskui jie uz tuos dolerius perka skolos rastelius. Tokiu budu doleriai grizta i JAV, o Rusija atidave dujas Europai ir daliausiai gavo skolos rasteli. Analogiskai su Kinija. Kinija parduoda savo produktus uz dolerius, paskui uz tuos dolerius perka skolos rastelius. Todel jie ir turi tiek daug skolos rasteliu. Skolos rasteliai tai savotiska doleriu susiurbimo masina. Bet kas bus jeigu Rusija pardavines dujas ES uz eurus? Ji negaus doleriu, taigi negales nupirkti ir jav skolos rasteliu. O ir kam. O tai kad visi pirktu skolos rastelkius garantuoja karines bazes. Tik atsisako koks Kadafis pirkt rastelius, tai ir pasirodo kad jis diktatorius. Vat taip ir cirkuliuoj dolerio sistema. Na pasidomek kas yra doleris, ir viskas gi aisku. Del euro. Tai pagrindine atsiskaitymo valiuta tarp Europos saliu. Kitaip tariant nori nusipirkti kazka is lenko, moki eurais. Ir taip toliau ir panasiai. Todel yra paklausa valiutos. Todel ES irgi spaustina eurus. ES tai is esmes bandymas pakartoti JAV fedrezervo principa. Beje. kodel rusai dabar Garbaciova paduoda i teisma del Sovietu sajungos zlugimo. Sovietu sajungoje viskas buvo sutvarkyta taip, kad visas atsiskaitymas ejo uz rublius. tai vat Latvija savo Latvijas pardavinejo visai sovietu sajungai uz rublius, ir uz rublius pirko iskitu sovietu sajungos valstybiu visa kita. O Garbaciovo nuotarimu, buvo pereita prie atsiskaitymo uz JAV dolerius. kitaip tariant, Latvija savo Latvijas pradejo pardavineti uz Dolerius, ir Lietuva kad nupirktu latvija, tureja kazka parduoti, kad gautu Dolerius. Aisku buvo doleriu trukumas, ir todel Lietuva nusprende nepirkti tam tikro kiekio latviju, Latvijos gamyklu paklausa sumazejo ir prasiedejo stabdymas gamybos. Ir taip toliau ir panasiai. Beje tuo, paciu metu JAv kaip tik prasidejo gyvenimo lygio augimas. Zodziu, viskas labai sudetinga.;China
delfi_sql_252;Is pradziu del JAV gamybos. Visu pirka JAV gyvena tikrai daug zmoniu, jie turi kazka valgyti, todel bent kazkiek turi apsirupirnti, todel ir yra zemes ukis. Bet vat mano ofisiniam pastate yra viens pakistanetis, tai jis vat eksportuoja ivairius vaisius is Pakistano i Niujorka. JAV ukis gauna didele parara per taip vadinama pagalba aurikos salims. Kas yra labdara pagal JAV. JAV atspausdina doleriu, ir juos isdalina ukininkams kad siems apsimoketu auginti zemes ukio produkcija. Paskui ta zemes ukiop produkcija supakuijama i JAV laivus, ir tik JAV laivus, ir plukdoma i vargsias Afrikos valstybes. i paskui AfRIKOS valstybes PERKA uz savikaina tuos produktus. Taip PERKA, JAV ne dovanuoja. AFRIKOS VALSTYBES perka uz dolerius. Vel auginama doleriu paklausa. Savo ruostu, JAV spausdina ir spausdina dolerius, ir ju pasaulyje nu tikrai butu per daugs, ir jie turi kazkaip juos susigrazinti atgal, nes kitaip taigi nuvertes doleris gi. Ka jie daro? Jie ima ir parduoda savo skolos rasteli. Taigi pvz Rusija parduoda ES dujas ir gauna dolerius, paskui jie uz tuos dolerius perka skolos rastelius. Tokiu budu doleriai grizta i JAV, o Rusija atidave dujas Europai ir daliausiai gavo skolos rasteli. Analogiskai su Kinija. Kinija parduoda savo produktus uz dolerius, paskui uz tuos dolerius perka skolos rastelius. Todel jie ir turi tiek daug skolos rasteliu. Skolos rasteliai tai savotiska doleriu susiurbimo masina. Bet kas bus jeigu Rusija pardavines dujas ES uz eurus? Ji negaus doleriu, taigi negales nupirkti ir jav skolos rasteliu. O ir kam. O tai kad visi pirktu skolos rastelkius garantuoja karines bazes. Tik atsisako koks Kadafis pirkt rastelius, tai ir pasirodo kad jis diktatorius. Vat taip ir cirkuliuoj dolerio sistema. Na pasidomek kas yra doleris, ir viskas gi aisku. Del euro. Tai pagrindine atsiskaitymo valiuta tarp Europos saliu. Kitaip tariant nori nusipirkti kazka is lenko, moki eurais. Ir taip toliau ir panasiai. Todel yra paklausa valiutos. Todel ES irgi spaustina eurus. ES tai is esmes bandymas pakartoti JAV fedrezervo principa. Beje. kodel rusai dabar Garbaciova paduoda i teisma del Sovietu sajungos zlugimo. Sovietu sajungoje viskas buvo sutvarkyta taip, kad visas atsiskaitymas ejo uz rublius. tai vat Latvija savo Latvijas pardavinejo visai sovietu sajungai uz rublius, ir uz rublius pirko iskitu sovietu sajungos valstybiu visa kita. O Garbaciovo nuotarimu, buvo pereita prie atsiskaitymo uz JAV dolerius. kitaip tariant, Latvija savo Latvijas pradejo pardavineti uz Dolerius, ir Lietuva kad nupirktu latvija, tureja kazka parduoti, kad gautu Dolerius. Aisku buvo doleriu trukumas, ir todel Lietuva nusprende nepirkti tam tikro kiekio latviju, Latvijos gamyklu paklausa sumazejo ir prasiedejo stabdymas gamybos. Ir taip toliau ir panasiai. Beje tuo, paciu metu JAv kaip tik prasidejo gyvenimo lygio augimas. Zodziu, viskas labai sudetinga.;Lithuania
