Text ID;Comment;Target;;
delfi_Litis_103;Iš esmės yra komentatorių kurie skleidžia meluoja tai yra kaip laikraštinis ar kokiu balalaikų proto nuodas kuris yra laikinas ,bet tam laikui saldus bet po to apkarsta.Taip išeina ir su tuo finansavimu paskleis žmonėms ,kad sumokėsite daug irpatikės.;N/A;;
delfi_Litis_103;pora centų nuo 1 Lt yra, jeigu sakysime, kad bvp yra apie 100 mlrd.,- maždaug 2 mlrd. Lietuvoje apie 1 mln dirbančių, taigi kiekvienas turim sumokėt virš 2000lt per metus arba apie 170 Lt per mėn. Daug ar mažai?;N/A;;
delfi_Litis_103;"Nesutinku su Jumis. Olekas puikiai gaudosi situacijoje. Jia puikiai atlieka savo darbą. Tik Jūs nežinote, kad Oleko pareigos vadinasi sabotažininkas ir jo darbo tikslas yra kuo labiau susilpninti Lietuvos kariuomenę. Ar jūs pamenate sunkmetį 2008? Kaip jis iššvaistė premijoms paskutinius Lietuvos kariuomenės biudžete esančius pinigus? Jis išmokėjo premijas. Nors buvo prašoma to nedaryti. Ar Jūs atsimenate, kad Olekas brangiai pripirko išminavimo laivų, kurie, Rusijai puolant būtų sunaikinti per kelias valandas ir kurie neturi jokios atsakomosios ugnies galios. Tai yra Lietuvos kariuomenės biudžeto pinigų nukanalizavimas velniop. O Jūs sakote Olekas nesigaudo situacijoj. Gaudose, vaikeli, gaudosi. Šitie Oleko tipo žmonės veikia prieš Lietuvą visose atsakingose vietose. Policijoje, saugume, karinėje žvalgyboje. Jie patriotiškus žmones tiesiog nužudo arba suėda"" ir išmeta iš darbo.""";N/A;;
delfi_Litis_103;Ponas Kronkaiti man tikrai negaila poros centų nuo kiekvieno lito, tik mano dukra sako, kad baigusi mokyklą laisvės ieškos kitoje šalyje ............ kažin kodėl aaaaaaa ? Nežinau gal paėmė pavyzdį iš tamstos ?;N/A;;
delfi_Litis_103;seneli padek tremtiniu anukams;N/A;;
delfi_Litis_103;Pagarba gen. Kronkaičiui, ar girdi tie, kurie turėtų?;N/A;;
delfi_Litis_103;Išlindo Lietuvos Napoleonai I Ne, aš nekalbu apie durnių namų kontingentą. Kalbu apie dalį mūsų visuomenės, kuri reikalauja žymiai didinti gynybos išlaidas, tikėdamiesi Graikijos pavyzdžiu tuos pinigus išvogti tiesiogiai ir otkatų metodu. Argumentuoja jie kartais gana įdomiai. Štai Šarūnas Liekis pareiškė, kad mūsų toli šaudantys pabūklai šaudo ne taip toli, negu Rusijos [1]. Raketų, branduolinio ginklo, aviacijos, įskaitant bepilotinės, specialiųjų pajėgų laikais mums Šarūnas Liekis siūlo ruoštis Napoleono I laikų karui pabūklais. Jei čia ne idėja iš durnių namų, tai aš nežinau, ką kitą pasirinkti. Liūdna. Juk tai dabar yra mūsų oficiali politika...;N/A;;
delfi_Litis_103;Visos išvardintos šalys buvo priimtos į NATO urmu, o ne Kronkaičio gynybinių pažadų dėka. Atidavus tuos 2 BVP procentus, vistiek pasirodys, kad maža. Reiksią trijų. Bus keliama isterika, gąsdinama. Tokia yra karinio pramoninio komplekso dialektika.;N/A;;
delfi_Litis_103;Ponas Kronkaiti, 2 procentai ne nuo biudzeto,o nuo BVP.Skirk ana daikta nuo pirsto.;N/A;;
delfi_Litis_103;Kas įdomiausia-tie centai ne iš Kronkaičio kišenės.Antra norint būti laisvam reikia turėti savo finansus,valdžią ir kariuomenę.Finansai -euras ir švedų bankai,valdžia Briuselyje,kariuomenė NATO. Prie ko čia laisvė?;N/A;;
delfi_Litis_103;Net gėda klausytis, kad tie du procentai išdėstomi dešimtmečiui, o rusai skalambina ginklus šiandien. VISŲ PIRMA tarptautiniai įsipareigojimai pagal NATO sutartį, o jau po to biudžetas. Iš kur gauti pinigų? Nagi vien sutvarkius išbujojusią iki kvailumo teismų sistemą GAUTUME APIE 500 MILIJONŲ. Sutvarkę vidaus reikalų sistemą- dar apie 300 mil. O kiek nereikalingų tikrintojų, o gausybė nieko neveikiančių prokurorų- bylų vilkintojų. O Klaipėdos Jūrų direkcija- vėl apie 300 milijonų, nes uostas privatizuotas ir jo veiklai užtenka 30 darbuotojų. Taigi- ir susitravkyti reikia ir krašto apsaugai užtektų ne po 10 metų, o tuoj pat.;N/A;;
delfi_Litis_103;Verta USA kariškio pensijos??????;N/A;;
delfi_Litis_103;vis neisigilindavau, jog tai ne 2% biudzeto, o 2% BVP. KAip ir didinti islaidas reiktu, ypac kilus Krymo aziotazui... bet ar tai nebus perdideles lesos ~7000 kariskiu? Brangus ju zaisliukai...;N/A;;
delfi_Litis_103;"Patiko anekdotas apie tris pudelius.Geras;)))";N/A;;
delfi_Litis_103;ir kas ginsis visais imanomais budais?saukiamojo amziaus vyrus suskaiciuokit ispradziu esamus Lietuvoje,paskui dar atmeskit kas antra ant slidziu kaip minimum.Nato -,na cia dar neaisku ar taip svarbi jiems Lietuva.;N/A;;
delfi_Litis_103;pavargom nuo lietuvisku oliharku savivales.pasakose varles virsta princesemis o seime atbulai zmones vrsta ropliais.ir ijunge durniu sako cia viskas gerai ir pinigu visiemsw uzztenka;N/A;;
delfi_Litis_103;Pirma reikia skirti pinigu eiliniams Lietuvos pilieciams , kad nebutu tokio skirtumo tarp nomenklaturinio elito ir kitu pilieciu , kai Konstitucinio Teismo dvasios gauna 9 000 pensijos , o eiliniai pensininkai 640 lt. Musu , Lietuvos TAUTOS jau nedaug beliko , o valdzia elgdamasi vis izuliau , priveda prie to , kad jaunimas labai sparciai isvyksta , o greitai ir pensininkai vis dazniau trauks pas vaiku ir anuku . Nepateisino TAUTOS lukesciu nei viena sistemine partija ir jeigu politikai ir toliau tarnaus KAPITALUI , o ne TAUTAI , tai greitu laiku nebus nei ka , nei kam ginti !;N/A;;
