Text ID;Comment;Target;
delfi_sql_153;kad isvardintum nors 3 skirtumus tarp konservu ir socdemu???;PP_TS-LKD;
delfi_sql_176;Štai kokie Lietuvos socialdemokratai. laikas persivadinti dar kartą, dabar jau į TURČIŲ partiją. Ten tiek milijonierių. Zuokai sukčiai- žmona nukeliavo pas socdemus, Garbaravičiai taip pat nukeliavo pas socdemus. Tada jie jau nebe gaudomi, ramūs. Reitingai jų tik kyla ir jie atatinkamai turtėja. Štai kokia ta Lietuva.;PP_LSDP;
delfi_sql_176;Štai kokie Lietuvos socialdemokratai. laikas persivadinti dar kartą, dabar jau į TURČIŲ partiją. Ten tiek milijonierių. Zuokai sukčiai- žmona nukeliavo pas socdemus, Garbaravičiai taip pat nukeliavo pas socdemus. Tada jie jau nebe gaudomi, ramūs. Reitingai jų tik kyla ir jie atatinkamai turtėja. Štai kokia ta Lietuva.;PV_Politician;
delfi_sql_176;vienas socdemas bando/bandys (p.Balcytis) sumazinti atskirti tarp vargstanciu ir turtuoliu, kitas socdemas (p.Bronka) atvirksciai bando atsiskirti nuo varguoliu, taip kad ju nebesimatytu. LIETUVISKAS NONCENSAS.;PP_LSDP;
delfi_sql_18;būti išrinktas didžiosios koalicijos atstovas,ką parodė praeiti rinkimai į seimą.Dabartinė prezidentė yra konservatorių ir liberalų statytinė.Jiems nėra simpatijų ilgam tarp rinkėjų.Po jų išvijimo sunkiai atsigauna šalis:žingsnis po žingsnio.Pasinaudojus krize Ukrainoje,jie tuoj ėmė kišti pagalius į politinį vežimą su Rytais,ko pasekoje ir vėl kentės verslas,biudžetas ir t.t.Per 23 m.kažkodėl peršasi mintis,kas jie,kodėl šalis taip nusirita žemyn.Atsakymas turbūt ne partijų pavadinimuose,o tuose,kas joms vadovauja.;PP_TS-LKD;
delfi_sql_18;būti išrinktas didžiosios koalicijos atstovas,ką parodė praeiti rinkimai į seimą.Dabartinė prezidentė yra konservatorių ir liberalų statytinė.Jiems nėra simpatijų ilgam tarp rinkėjų.Po jų išvijimo sunkiai atsigauna šalis:žingsnis po žingsnio.Pasinaudojus krize Ukrainoje,jie tuoj ėmė kišti pagalius į politinį vežimą su Rytais,ko pasekoje ir vėl kentės verslas,biudžetas ir t.t.Per 23 m.kažkodėl peršasi mintis,kas jie,kodėl šalis taip nusirita žemyn.Atsakymas turbūt ne partijų pavadinimuose,o tuose,kas joms vadovauja.;PP_LS;
delfi_sql_18;Iš koalicijos reikia mest darbeicus, o su lenkais nėra ko plūstis, jie tikrai nekorupciniai, ir jų ministras fainas, O ko jie prašo, tai ir duokit, o ne žiūrėkit, iš ko jų pavardės sudarytos. Jei žmogus nori būti lenku, tegu būna, jis turi tokią teisę. Jei tautininkai visiems komanduos, tai netoli tenueisim.;PP_DP;
delfi_sql_18;Iš koalicijos reikia mest darbeicus, o su lenkais nėra ko plūstis, jie tikrai nekorupciniai, ir jų ministras fainas, O ko jie prašo, tai ir duokit, o ne žiūrėkit, iš ko jų pavardės sudarytos. Jei žmogus nori būti lenku, tegu būna, jis turi tokią teisę. Jei tautininkai visiems komanduos, tai netoli tenueisim.;PP_Tautininkai;
delfi_sql_18;manau , kad po Prezidento rinkimų stipriausia koalicija galėtų būti: socdemai, konservatoriai ir liberalai;PP_TS-LKD;
delfi_sql_18;manau , kad po Prezidento rinkimų stipriausia koalicija galėtų būti: socdemai, konservatoriai ir liberalai;PP_LSDP;
delfi_sql_18;manau , kad po Prezidento rinkimų stipriausia koalicija galėtų būti: socdemai, konservatoriai ir liberalai;PP_LS;
delfi_sql_18;tos kalbos reiskia,kd p.Grybauskaite zino laimesianti rinkimus.Vakar issakytas ''bajeris'',kad Balcytis siulomas vietoj Semetos,atrodo,kaip sou balandzio 1-ja.Kam tada jam skirta tiek pinigu,kam jis balotiravosi,nors aiskiai matosi,kad ne savo noru ir gana vangiai eina i rinkimus.O tai vienintelis socdemokratu atstovas,ir kaip skelbta -vienintelis gali rungtyniauti su dabartine.Kam tokios kalbos,kam daromas is rinkimu sou.Tarsi suvaikeje.;PP_LSDP;
delfi_sql_18;tos kalbos reiskia,kd p.Grybauskaite zino laimesianti rinkimus.Vakar issakytas ''bajeris'',kad Balcytis siulomas vietoj Semetos,atrodo,kaip sou balandzio 1-ja.Kam tada jam skirta tiek pinigu,kam jis balotiravosi,nors aiskiai matosi,kad ne savo noru ir gana vangiai eina i rinkimus.O tai vienintelis socdemokratu atstovas,ir kaip skelbta -vienintelis gali rungtyniauti su dabartine.Kam tokios kalbos,kam daromas is rinkimu sou.Tarsi suvaikeje.;PV_Politician;
delfi_sql_195;Na ir patark, brolau, kaip reaguoti į tokį vakarietiškos tolerancijos troškulį iš vienos pusės ir putiniškai stalinistinės Rusijos ilgesį, iš kitos pusės. Kaip išlikt LIETUVIU LIETUVOJE, kada susiduria dvi nenatūralios, protus užvaldyt siekiančios ideologijos? Dar, tiesa, yra ir trečioji, lenkiškoji pusė. Ir ta gviešiasi atsikąsti Lietuvos krašto. Kaip elgtis piliečiui, pasiilgusiam LIETUVOS kaip VALSTYBĖS? Normalios, gabių, darbščių žmonių, mylinčių savo kraštą, gerbiančius ir savus tautiečius ir atvykstančius svečius (turistus), sugebančius, globalizacijos apsuptyje, išlikt oriais ir ištikimais savo šaliai. Bent pora dešimtmečių....Nesugebėjom.....ir penktą koloną ir tolerantus turim. Ir tuntus lietuvių emigracijoje...Kam tai naudinga?;PV_Pro-Russian;
delfi_sql_196;Jus neskiriate tomasevskininku nuo lenku ir rusu;PV_Eponyms;
delfi_sql_201;Grybauskaite su konservatoriais tegul apsiginkluoja ir kariauja kur tik nori.;PP_TS-LKD;
delfi_sql_21;noriu pasidalyti, nes daug kartu buvau ir stebėtoja, ir rinkiminėje komisijoje, ir sekretore. Todėl galiu tiesiai šviesiai pasakyti, jog konservatoriai mėgėjai falšą. Ypač turi būti budrūs N.Puteikio stebėtojai. Protkolą galima pakeisti ir nuvežus į centrinę balsų surinkimo bustinę, nes ten suvažiuoja dauguma ir laukia, kada prieis eilė priduoti, o per tą laiką galimą atidaryti maišą ir vėl užanspauduoti turimu štampu, o jį turi pirmininkas. Man tai teko matyti, nes buvau sekretore ir lydėjau pirmininką. Bet tuo metu buvo nereikšminga klaida, kurią reikėjo ištaisyti, tai ir vyko toje salėje po stalu.Tad rinkiminės patirties turiu. Kartą nepasirašiau po prtokolu, todėl turėjo nelegalius biuletenius išmesti ir gražinti taip kaip turi būti. Priklausiau dešiniesiems. Teisingas pasakymas: nesvarbu kaip balsuoja, o svarbu kaip skaičiuoja. STEBĖTOJAI BŪKITE ATIDŪS, O IR KITŲ PARTIJŲ NARIAI SEKITE VIENAS KITĄ. TIKRINKITE JAU SUSKAIČIUOTUS BIULETENIUS VISI!!!!;PP_TS-LKD;
delfi_sql_221;tai nesuprantu kokie zmones eina i tokius koncertus tur bur kaip sake konservatoriai runkeliai kirmelynas ir bambaliniai.nei geru dainu nei gero balso.;PP_TS-LKD;
delfi_sql_241;Visus materialinius nuostolius Lietuvai turetu padengti juos sukele valdantieji, ypac konservatoriai ir liberalai, nes ju indelis cia didziausias. Neteisinga, kai jie prisdirba tautai nuostoliu, o padengti neprivalo.;PP_TS-LKD;
delfi_sql_241;Visus materialinius nuostolius Lietuvai turetu padengti juos sukele valdantieji, ypac konservatoriai ir liberalai, nes ju indelis cia didziausias. Neteisinga, kai jie prisdirba tautai nuostoliu, o padengti neprivalo.;PP_LS;
delfi_sql_25;kad pas konservatorius daug mediku ir jiems dideles algos patinka;PP_TS-LKD;
delfi_sql_255;Cirkininkų valdžia:pradžioje išvaro Ševroną, o dabar sudaro dar geresnes sąlygas. Svarbiausia, kad tai būtų socdemų sprendimas, o ne buvusios vyriausybės. Tokio vaikiškumo net iš socdemų buvo sunku tikėtis..;PP_LSDP;
delfi_sql_264;manai jei socdemai valdytų geriau gyventume?;PP_LSDP;
delfi_sql_267;Atsibodo viena pertija ir viena tiesa...Pasirašyti dar nevėlu...pasirašykite visi,kas naudojatės elektronine bankininkyste...https://aikis.vrk.ltParemkite Tautininkų sąjungą,Lietuvos žaliųjų partiją,Lietuvos valstiečių ir žaliųjų sąjungą..Suteikite sau ir kitiems galimybę pasirinkti...;PP_Tautininkai;
delfi_sql_267;Atsibodo viena pertija ir viena tiesa...Pasirašyti dar nevėlu...pasirašykite visi,kas naudojatės elektronine bankininkyste...https://aikis.vrk.ltParemkite Tautininkų sąjungą,Lietuvos žaliųjų partiją,Lietuvos valstiečių ir žaliųjų sąjungą..Suteikite sau ir kitiems galimybę pasirinkti...;PP_Other;
delfi_sql_267;Atsibodo viena pertija ir viena tiesa...Pasirašyti dar nevėlu...pasirašykite visi,kas naudojatės elektronine bankininkyste...https://aikis.vrk.ltParemkite Tautininkų sąjungą,Lietuvos žaliųjų partiją,Lietuvos valstiečių ir žaliųjų sąjungą..Suteikite sau ir kitiems galimybę pasirinkti...;PP_LVŽS;
delfi_sql_268;o kuo Darbo partija tyli? zadejo jei papuls i valdzia minimuma padarys 1500lt, cia Lietuvoje be 2000 net eiti i darba nesinori nes dirbti reikia sunkiai o moka grasius, alga reikia kelti tam kad zmones neissilakstytu i uzsienius jus sumauti vergvaldziai;PP_DP;
delfi_sql_269;ko jis ne su fufaike? o su vakarietisku kostiumu ir vakarieciu pagamintais akiniais..marskinukai irgi ne rusijoje siuti....;PV_Pro-Russian;
delfi_sql_270;O ką ? Geresnė Kubiliaus? Jei tikėti, tai tik socialdemokratams.;PP_LSDP;
delfi_sql_270;O tai kam valstybei skolintis? Gal pataupom? Matomai yra poreikis vel taskt ir plaut pinigus pasiskolintus, ka sekmingai pries krize socdemai padare.;PP_LSDP;
delfi_sql_276;nelabai žinau kas is pažistamų ar bendradarbių beperka kiaulieną ar jos gaminius, o čia matai nori priversti pirkti dideliais kiekiais svetimą sali, ir tikriausiai bus kaip visada Grybauskaitė pridaro savo bobiskais piktais plepalais problemų, o Butkevičius važiuos, derėsis, maldaus rusus, nors ir žinodamas, kad sugrižęs ir konservatorių ir Prezidentės bus pasmerktas, issityčiotas, bet tokia realybė, stiprybės jam;PP_TS-LKD;
delfi_sql_276;nelabai žinau kas is pažistamų ar bendradarbių beperka kiaulieną ar jos gaminius, o čia matai nori priversti pirkti dideliais kiekiais svetimą sali, ir tikriausiai bus kaip visada Grybauskaitė pridaro savo bobiskais piktais plepalais problemų, o Butkevičius važiuos, derėsis, maldaus rusus, nors ir žinodamas, kad sugrižęs ir konservatorių ir Prezidentės bus pasmerktas, issityčiotas, bet tokia realybė, stiprybės jam;PV_Politician;
delfi_sql_279;daugiausia verke konservatoriai -kam jie dirba ar ne kremliui..??;PP_TS-LKD;
delfi_sql_281;Ka jus sakote ministre, matot daug sansu. O jus Jarka, su socdemais pasikonsultuokit, kaip jie su VP Market jau state AE. Suede liuta, net aferai klicka dave, LEO. Jarekai, vargankiu specialistai yra, Butkevicius, Kirkilas, Bernatonis, Olekas, Balcytis, nesigedink, savi bicai, aferu tevai, vsio zakonno.;PP_LSDP;
delfi_sql_284;bus etiskas tuo atveju jai rasys taip kaip reikia konservatoriams ir jiems prijauciantiems, kada rasoma teisybe , gi nepatinka niekam;PP_TS-LKD;
delfi_sql_284;"Niekas netiria šios aferos - pavagiant simta milijonini turtą ,t.y.""Vilniaus verslo uosto"" akcijų pavogima is Snoro, ogi todel, kad vsiozakono, ponai !! ""Verslo uosto"" pagr.akcininkas yra Adolfas Ginaitis, o jisyra AMB giminaitis ir suka AMB pinigus. O kas dabar valdžioje ? Socdemai -aisku nieko Ginaiciui nedarys. A.Ginaitis akcijų pavogima sprendė perNorku ir Co, o Norkus yra Vasiliausko kambariokas ir Grybauskaites rinkimųštabo buves vadas. Niekas nieko nedarys. Turetu tirti prokurorai , bettoks tūlas prokuroras Brunonas yra AMB giminaitis ir jis viska uzglosto irGinaiti ,kai reikia apgina. O toliau yra bevalis Valys, kuris sėdiGrybauskaites mėlyno chalato kiseneje. AKIVAZDI KORUPCIJA?!";PP_LSDP;
delfi_sql_284;"Niekas netiria šios aferos - pavagiant simta milijonini turtą ,t.y.""Vilniaus verslo uosto"" akcijų pavogima is Snoro, ogi todel, kad vsiozakono, ponai !! ""Verslo uosto"" pagr.akcininkas yra Adolfas Ginaitis, o jisyra AMB giminaitis ir suka AMB pinigus. O kas dabar valdžioje ? Socdemai -aisku nieko Ginaiciui nedarys. A.Ginaitis akcijų pavogima sprendė perNorku ir Co, o Norkus yra Vasiliausko kambariokas ir Grybauskaites rinkimųštabo buves vadas. Niekas nieko nedarys. Turetu tirti prokurorai , bettoks tūlas prokuroras Brunonas yra AMB giminaitis ir jis viska uzglosto irGinaiti ,kai reikia apgina. O toliau yra bevalis Valys, kuris sėdiGrybauskaites mėlyno chalato kiseneje. AKIVAZDI KORUPCIJA?!";PV_Politician;
delfi_sql_285;Daugybę metų esantis tech. apžiūrų monopolis yra aiškiausias korupcijos seime ir vyriausybėj įrodymas. Kadangi žmonės nesugebėjo su tuo susitvarkyti ir išmesti iš valdžios tokius įstatymus priėmusių aferistų, o tik nuolankiai mokėjo duokles, tai korupcionieriai jau pradėjo priiminėti kažkokius aplamai ufonautiškus įstatymus. Nes jie jau ne tik jaučiasi nebaudžiami - jie ir yra nebaudžiami. --- Ką daryti?* Kiek prisimenu, Grybauskaitė yra vetavusi vieną ar kelis panašius užpirktus įstatymus. Gal būr reikia jai rašyti ir reikalauti, kad ji ne tik vetuotų šiuos įstatymus, bet ir pabandytų panaikinti tech. apžiūrų monopolį iš viso, tai yra leistų atlikinėti apžiūras KIEKVIENAM servisui? Tada išgamos gal nebeturėtų tiek pinigų pirkti įstatymams? Nepakenktų ir inicijuoti saugumiečių, specialiųjų tyrimų tarnybos ir kitų panašių kontorų šių įstatymų priėmimo iniciatorių veiklos, interesų ir pan. tyrimą. Šis užpirktukas - socdemų ir šiukšlininkų (paksistų) darbelis. Kodėl vairuotojai balsuoja už tokius?;PP_LSDP;
delfi_sql_285;Daugybę metų esantis tech. apžiūrų monopolis yra aiškiausias korupcijos seime ir vyriausybėj įrodymas. Kadangi žmonės nesugebėjo su tuo susitvarkyti ir išmesti iš valdžios tokius įstatymus priėmusių aferistų, o tik nuolankiai mokėjo duokles, tai korupcionieriai jau pradėjo priiminėti kažkokius aplamai ufonautiškus įstatymus. Nes jie jau ne tik jaučiasi nebaudžiami - jie ir yra nebaudžiami. --- Ką daryti?* Kiek prisimenu, Grybauskaitė yra vetavusi vieną ar kelis panašius užpirktus įstatymus. Gal būr reikia jai rašyti ir reikalauti, kad ji ne tik vetuotų šiuos įstatymus, bet ir pabandytų panaikinti tech. apžiūrų monopolį iš viso, tai yra leistų atlikinėti apžiūras KIEKVIENAM servisui? Tada išgamos gal nebeturėtų tiek pinigų pirkti įstatymams? Nepakenktų ir inicijuoti saugumiečių, specialiųjų tyrimų tarnybos ir kitų panašių kontorų šių įstatymų priėmimo iniciatorių veiklos, interesų ir pan. tyrimą. Šis užpirktukas - socdemų ir šiukšlininkų (paksistų) darbelis. Kodėl vairuotojai balsuoja už tokius?;PV_Eponyms;
delfi_sql_285;labai visi norejot socdemu, stai ir gavot;PP_LSDP;
delfi_sql_297;1. As netik, kad emigracija sumazejo.2. O jei ir butu sumazejus, tai cia socdemu nuopelnas ? Gal kas galit pavardint, ka jie iki siol yra nuveike ?;PP_LSDP;
delfi_sql_297;Bet ar nekeista, kad būtent konservatoriams valdant emigracijos mastai patys didžiausi buvo? :))) Matyt, prie Kubiliaus Lietuvoje blogiau gyventi nei prie socdemų.;PP_TS-LKD;
delfi_sql_297;Bet ar nekeista, kad būtent konservatoriams valdant emigracijos mastai patys didžiausi buvo? :))) Matyt, prie Kubiliaus Lietuvoje blogiau gyventi nei prie socdemų.;PP_LSDP;
delfi_sql_297;Konservatoriai, 2008 gavę valdžią, turėjo pasaulinės krizės sąlygimis susidoroti su 8 metus valdžiusių socdemų ir lengvapėdiškos Kirkilo vyriausybės palikimu. 2012 tautos sugrąžinti socdemai vėl nerūpestingai mėgaujasi valdžia, jausdami tvirtą paveldėtą pagrindą po kojomis;PP_LSDP;
delfi_sql_297;Konservatoriai, 2008 gavę valdžią, turėjo pasaulinės krizės sąlygimis susidoroti su 8 metus valdžiusių socdemų ir lengvapėdiškos Kirkilo vyriausybės palikimu. 2012 tautos sugrąžinti socdemai vėl nerūpestingai mėgaujasi valdžia, jausdami tvirtą paveldėtą pagrindą po kojomis;PP_TS-LKD;
delfi_sql_297;Tai visi 3 mln Lietuvos gyventojų – pensininkai? Ar tikrai? :) Ech, kaip siutina megztaberečius geros naujienos. Jie kur kas labiau džiaugtųsi, jei Lietuvoje nė vieno žmogaus neliktų, kad tik galėtų socdemus apkaltinti. Toks tas konservatoriškas „patriotizmas“. :);PV_Conservative;
delfi_sql_297;Tai visi 3 mln Lietuvos gyventojų – pensininkai? Ar tikrai? :) Ech, kaip siutina megztaberečius geros naujienos. Jie kur kas labiau džiaugtųsi, jei Lietuvoje nė vieno žmogaus neliktų, kad tik galėtų socdemus apkaltinti. Toks tas konservatoriškas „patriotizmas“. :);PP_TS-LKD;
delfi_sql_297;Tai visi 3 mln Lietuvos gyventojų – pensininkai? Ar tikrai? :) Ech, kaip siutina megztaberečius geros naujienos. Jie kur kas labiau džiaugtųsi, jei Lietuvoje nė vieno žmogaus neliktų, kad tik galėtų socdemus apkaltinti. Toks tas konservatoriškas „patriotizmas“. :);PP_LSDP;
delfi_sql_302;"Nėra ko tikėti profsajungomis jos yra tiek konservatorių tiek socdemų nupirktos ir naudojamos kai reikia kylanti darbininkų gaisrą užglaistyti.prisiminkite na nacionalini susitarima,kai profsajungoms už ""liberalizuotą Darbo Kodeksą"" Kubiliaus valdžia atseikėjo milijoną ""paramos"" iš biudžeto.";PP_LSDP;
delfi_sql_302;"Nėra ko tikėti profsajungomis jos yra tiek konservatorių tiek socdemų nupirktos ir naudojamos kai reikia kylanti darbininkų gaisrą užglaistyti.prisiminkite na nacionalini susitarima,kai profsajungoms už ""liberalizuotą Darbo Kodeksą"" Kubiliaus valdžia atseikėjo milijoną ""paramos"" iš biudžeto.";PP_TS-LKD;
delfi_sql_32;bet kuriuo atveju, nepaisant ką ten jo žmona sako. Šitas tipas man žiauriai atgrasus. Bet apie reklamą kalbant, tas pats Užkalnis savo pažiūrų net neslepia ir tam pačiam lryte bet kokius konservatorių sprendimus liaupsina.Yra lygūs ir lygesnis?;PP_TS-LKD;
delfi_sql_32;Nesamone, nors ir balsuo tikrai ne uz Paulauska bet prie ko cia dabar zmona?! As tai manau kad konservatoriai tokiais pareiskimais darosi sau reklama. :) Kam pasirodys kad as pries konservatorius tie klysta bet kartais jie mane nervina tokiais zemais poelgiais nusirita iki itariu bobuciu lygio kurios gyvena dazniausiai pirmame aukste ir viska girdi ir mato :);PP_TS-LKD;
delfi_sql_32;Nesamone, nors ir balsuo tikrai ne uz Paulauska bet prie ko cia dabar zmona?! As tai manau kad konservatoriai tokiais pareiskimais darosi sau reklama. :) Kam pasirodys kad as pries konservatorius tie klysta bet kartais jie mane nervina tokiais zemais poelgiais nusirita iki itariu bobuciu lygio kurios gyvena dazniausiai pirmame aukste ir viska girdi ir mato :);PV_Politician;
delfi_sql_32;Nieko nepadarysi,tai konservatorių mąstymas, o pagal jų dūdelę šoka visi ir socdemai ir Grybauskaitė .;PP_TS-LKD;
delfi_sql_32;Nieko nepadarysi,tai konservatorių mąstymas, o pagal jų dūdelę šoka visi ir socdemai ir Grybauskaitė .;PP_LSDP;
delfi_sql_32;Nieko nepadarysi,tai konservatorių mąstymas, o pagal jų dūdelę šoka visi ir socdemai ir Grybauskaitė .;PV_Politician;
delfi_sql_321;belieka dziaugtis, kad darbo partijoje tiek talentingu zmoniu :D;PP_DP;
delfi_sql_321;esi Darbo Partijoj- tai tu vagis,sukcius ,papirkinetojas ir kysininkas.Ir tai faktas. Taigi,save gerbiantys zmones ,nestokit ,neremkit sios partijos ir ignoruokit jos narius. Geda socialdemokratams,esantiems po Uspaskicho padu...;PP_LSDP;
delfi_sql_321;esi Darbo Partijoj- tai tu vagis,sukcius ,papirkinetojas ir kysininkas.Ir tai faktas. Taigi,save gerbiantys zmones ,nestokit ,neremkit sios partijos ir ignoruokit jos narius. Geda socialdemokratams,esantiems po Uspaskicho padu...;PV_Politician;
delfi_sql_321;esi Darbo Partijoj- tai tu vagis,sukcius ,papirkinetojas ir kysininkas.Ir tai faktas. Taigi,save gerbiantys zmones ,nestokit ,neremkit sios partijos ir ignoruokit jos narius. Geda socialdemokratams,esantiems po Uspaskicho padu...;PP_DP;
delfi_sql_321;O KIEK SILTU KEDZIU TURI KONSERVATORIAI??????????;PP_TS-LKD;
delfi_sql_321;tai as nesuprantu darbo partija vel egzistuoja?juk per teisma jie pasake ,kad tokios kaip darbo partija nera ,o nauja kazkokia D P LEIBORITSTAI tai tegul ir vadinasi tikrais vardais ar ta pakazuha buvo tik del teisisku dalyku?;PP_DP;
delfi_sql_321;visa Lietuva zino apie darbo partijos aferas, net aprashoma nauji bajeriai, kai prastuminejami savi i postus, o tai vadinama politine korupcija, bet strukturos nieko nedaro.... ko verta musu sistema, jei ji neveikia;PP_DP;
