Text ID;Comment;Target
lrytas_sql_552;LIETUVOJE VYSTOMA NAUJAUSIA PRAMONĖS ŠAKA: LĖLĖ LĖLIUKAI PIDERIAMS, TRANSVETITAMS IR TRNSEKSUALAMS VYRŲ IR MOTERŲ APATINĖS DETALĖS. LIETUVA TIKISI TAPTI PASAULIO AŠIS ŠIAME VERSLE !;Trans men
lrytas_sql_552;LIETUVOJE VYSTOMA NAUJAUSIA PRAMONĖS ŠAKA: LĖLĖ LĖLIUKAI PIDERIAMS, TRANSVETITAMS IR TRNSEKSUALAMS VYRŲ IR MOTERŲ APATINĖS DETALĖS. LIETUVA TIKISI TAPTI PASAULIO AŠIS ŠIAME VERSLE !;Trans women
lrytas_sql_611;komentartorima visokiems - visų pirmą gėjų nedera vadinti pydarais. kas taip sako parodo savo žemą lygį. o antra, kas jei ne gėjai yra pažangos variklis pasaulyje?;Gay Men
lrytas_sql_611;as dziaugiuosi kad jus esate gejais musu salies paziba, kiek dziaugsmo jusu akyse, kokios nuosirdzios jusu sypsenos nu kap grazu, tikiuosi kad sias tradicijas tes ir jusu palikuonys vis delto kaip grazu kai vyras su vyru miega glamoneja vienas kita juk tai taip vyriska, kalbekite apie tai visiems ir visada tik taip tapsite pilnaverciais pilieciais ir uzdirbsite daug pinigeliu.;Gay Men
lrytas_sql_619;vinokuras kaip visada savo stiliuje, padlaiziauja zydams ir gejams.;Gay Men
lrytas_sql_619;"seip labiausiai jiem nepatiko sukis, ""Nei Rytams nei Vakarams - Lietuva - Lietuvos vaikams"", bet sito sukio jie neaskaluoja, o butent jeme viskas pasakyta, baikit savo destrukcine veikla Lietuvoje, baikit griaut valstybinguma su tautinem mazumom, su ivairiom subkulturom, tame tarpe skinais, tikraisiais gejais mes ir patys issiaiskinsim. VSD tam is esmes ir yra, kad isaiskint tokius neaiskius tipelius, bet kadangi saugumas pats neaisku kam dyrba, tai tokie tautieciai, kaip Pociunas naikinami ir po mirtie (buvo apsauktas miznium ir girtuokliu), o vinokurai meluoja ir skaldo.";Gay Men
lrytas_sql_686;jiems metai bus piderastiski,kaip visada;Gay Men
lrytas_sql_719;nu va matai kaip gejams patinka gytis:D;Gay Men
lrytas_sql_723;"Buvo galima sunerimti, kad net ir nacionalizavus ""Snoro"" banką, jo pagrindiniai akcininkai vis dar buvo laisvėje. Jei kokie aferistai sugebėjo iš santykinai nedidelio banko nupūsti vėjais 3,5 mlrd. litų, tai gal jie turėjo pasiruošę ir atsarginius variantus, jei būtų teisėsaugos pričiupti? Kokie jie gali būti? - gal dar pamatysim. Beje, dabartinė Lietuvos valdžia taip pat tam tikrą teisinę ""dovanėlę"" tokiems veikėjams paruošė. Dabar galima konfiskuoti ir aferistų artimųjų turtą, jei jie neįrodo jo teisėtos kilmės. V.Antonovas, būdamas D.Britanijoje suskubo praduoti tik Ukrainoje esančio banko akcijas. Atrodo, kad Lietuvos ""Snoras"" ir ""Latvijas Krajbanka"" tokio akcininko manevro išvengė. Dabar tampa gan reikšminga tai, kuriai Rusijos bankininkų grupei priklausė pats Rusijos pilietis V.Antonovas. Jei jis buvo ""kremlinų"" priklausomybėje, tai tokių gynėjų ""stogas"" gali būti reikšmingas net ir D.Britanijos teisėsaugai. Premjeras A.Kubilius, kaip ir daugelis gali prisiminti visokių ""piramidžių"" Lietuvoje ir kitose Pasaulio šalyse. Verta prisiminti ir tai, kaip toks G.Vagnorius gyrė ""Sekundės"" banką, kaip visai saugų prieš pat jo žlugimą. Labai keistai atrodo, kai dabar Gediminas visokius pamokymus bando žarstyti. Geriau jau patylėtų... V.Antonovas teigia, kad jis pasiruošęs atsakyti pagal LR įstatymus. Tai teisingas pažadas. Dabar teks jį vykdyti... Gal dabar besislapstę bankininkai jau gailisi, kad nepriklausė seksualinėms mažumoms ir todėl negalės aiškinti, kad už tai juos kažkas Lietuvoje persekiojo. Mūsų valstybėje pagal BK yra baudžiami tik pedofilai, jei pavyksta juos tvirtai pričiupti, o gėjai net ir savo paradus gauna teisę rengti. Jei kokie mažumų atstovai įkliūna apsimetusiems pareigūnams kokiame automobilyje Kleboniškyje, tai tokie skubiai sutinka “baudas” susimokėti už viešosios tvarkos pažeidimą. Kažkodėl labai garsintis nenori… Minėtiems turtuoliams bankininkams tai būtų netgi ne lygis… Jei mažumų “garantijos” atkrenta, tai dėl ko dar jie gali tikėtis prieglobsčio Didžiojoje Britanijoje? Prašyti jo gali tik tie asmenys, kurie yra politiškai savo šalyse persekiojami arba jiems gali grėsti mirties bausmė pagal tos šalies, kurioje buvo galimai vykdoma nusikalstama veikla, įstatymus. Lietuvoje, kaip žinoma, už tokias padarytas veikas gresia tik iki 10 metų nelaisvės. Kiek prisimenu, tik “Sekundės” banko valdybos pirmininkuiGintarui Diliui ir EBSW “holdinginiam” vadui Gintarui Petrikui teko “cypėje” pasėdėti.(Anot tokio buvusio turtuolio Jono Miliausko, G.Dilys jam prisipažino(ir tai yra įrašyta), kad išėjęs iš kolonijos Dilys vis dar gauna pinigų iš “Sekundės” skolininkų. LŽ) Kiti kažkaip išsisukdavo, o jų visų iššvaistytas lėšas su galimais “otkatais” sugėrė mūsų žemelės smėlis, kurio atsargos vis dar neišsenkančios.";Pedophile
lrytas_sql_723;"Buvo galima sunerimti, kad net ir nacionalizavus ""Snoro"" banką, jo pagrindiniai akcininkai vis dar buvo laisvėje. Jei kokie aferistai sugebėjo iš santykinai nedidelio banko nupūsti vėjais 3,5 mlrd. litų, tai gal jie turėjo pasiruošę ir atsarginius variantus, jei būtų teisėsaugos pričiupti? Kokie jie gali būti? - gal dar pamatysim. Beje, dabartinė Lietuvos valdžia taip pat tam tikrą teisinę ""dovanėlę"" tokiems veikėjams paruošė. Dabar galima konfiskuoti ir aferistų artimųjų turtą, jei jie neįrodo jo teisėtos kilmės. V.Antonovas, būdamas D.Britanijoje suskubo praduoti tik Ukrainoje esančio banko akcijas. Atrodo, kad Lietuvos ""Snoras"" ir ""Latvijas Krajbanka"" tokio akcininko manevro išvengė. Dabar tampa gan reikšminga tai, kuriai Rusijos bankininkų grupei priklausė pats Rusijos pilietis V.Antonovas. Jei jis buvo ""kremlinų"" priklausomybėje, tai tokių gynėjų ""stogas"" gali būti reikšmingas net ir D.Britanijos teisėsaugai. Premjeras A.Kubilius, kaip ir daugelis gali prisiminti visokių ""piramidžių"" Lietuvoje ir kitose Pasaulio šalyse. Verta prisiminti ir tai, kaip toks G.Vagnorius gyrė ""Sekundės"" banką, kaip visai saugų prieš pat jo žlugimą. Labai keistai atrodo, kai dabar Gediminas visokius pamokymus bando žarstyti. Geriau jau patylėtų... V.Antonovas teigia, kad jis pasiruošęs atsakyti pagal LR įstatymus. Tai teisingas pažadas. Dabar teks jį vykdyti... Gal dabar besislapstę bankininkai jau gailisi, kad nepriklausė seksualinėms mažumoms ir todėl negalės aiškinti, kad už tai juos kažkas Lietuvoje persekiojo. Mūsų valstybėje pagal BK yra baudžiami tik pedofilai, jei pavyksta juos tvirtai pričiupti, o gėjai net ir savo paradus gauna teisę rengti. Jei kokie mažumų atstovai įkliūna apsimetusiems pareigūnams kokiame automobilyje Kleboniškyje, tai tokie skubiai sutinka “baudas” susimokėti už viešosios tvarkos pažeidimą. Kažkodėl labai garsintis nenori… Minėtiems turtuoliams bankininkams tai būtų netgi ne lygis… Jei mažumų “garantijos” atkrenta, tai dėl ko dar jie gali tikėtis prieglobsčio Didžiojoje Britanijoje? Prašyti jo gali tik tie asmenys, kurie yra politiškai savo šalyse persekiojami arba jiems gali grėsti mirties bausmė pagal tos šalies, kurioje buvo galimai vykdoma nusikalstama veikla, įstatymus. Lietuvoje, kaip žinoma, už tokias padarytas veikas gresia tik iki 10 metų nelaisvės. Kiek prisimenu, tik “Sekundės” banko valdybos pirmininkuiGintarui Diliui ir EBSW “holdinginiam” vadui Gintarui Petrikui teko “cypėje” pasėdėti.(Anot tokio buvusio turtuolio Jono Miliausko, G.Dilys jam prisipažino(ir tai yra įrašyta), kad išėjęs iš kolonijos Dilys vis dar gauna pinigų iš “Sekundės” skolininkų. LŽ) Kiti kažkaip išsisukdavo, o jų visų iššvaistytas lėšas su galimais “otkatais” sugėrė mūsų žemelės smėlis, kurio atsargos vis dar neišsenkančios.";Gay Men
lrytas_sql_724;is kokiu pinigu taip prabangiai gyveno tavas braliukas dobiliukas --is kur tu pqati gavai 300 000 ir kodel nereikalauji nubausti kuckailio kuris nepagristai isdave tavo prietrankai broliui pazyma ---butu kas daugiau sumokejes toks asmuo butu isdaves pazyma kad gerb ir zinoma ponia lesbiete jos vyras tratina sluotrazi o motina jodineja ant sluotos;Lesbians
lrytas_sql_741;Atvirai be kaukes prisipazintu - AS J.S. esu Pyderas. Ir visiems viskas aisku nereikia cia tu rasiniu.;Gay Men
lrytas_sql_744;iš visų galimų kandidatų į seimą aš tikčiau geriausiai: visiškai negeriu,nerūkau,svetimų mergų nemyliu ir esu visiškai abejingas gėjams...;Gay Men
lrytas_sql_806;Visi jus protai senatvei skant detalems bebirant pradesit besltis i Dievo roju ...kol jauni galit pasiputot....nu nenorit i roju niekas jusu ten nves per prievarta galesit pasilikt cia su sitai gejais :)));Gay Men
lrytas_sql_808;gejus ir pyderastus!;Gay Men
lrytas_sql_814;Dankanas - normalus amerikietiškas vardas, pilna Dankanų visur laksto ir niekas maklaudais nevadina. Plaukai - na taip, manau kad jie vaikui trukdo. Bet juk pilna ilgaplaukiu vyru yra-nereikia sakyti kad jie bus/yra gejai, tam tikrose sublkulturoses tas normalu. tai kodel negali ilgaplaukis buti ir berniukas? Ir isvis zmones, isiskaitykit straipsni. Jam ne dvylika, o septyni metai.;Gay Men
lrytas_sql_844;"Patinka/nepatinka, bet netradicines orientacijos zmones yra nepopuliarus visame pasaulyje. Gal tos tolerancijos butu butu daugiau, jei gejai savo elgesiu patys neprovokuotu kitu, tradicines orientacijos zmoniu. Kam tuose gejparaduose reikia demonstruoti savo ""grozybes"" ar atitinkamai isteriskai provokuojanciai elgtis? Kai sureaguojama i toki ju (geju) elgiasi, tada rekiama, kad musa. Reikalaujama, kad leistu vaikus ivaikinti. O kas tose salyse vyksta su vaikais ivaikintais geju/lezbijieciu? Tie vaikai - nuolatinis patyciu objektas - ""Kuri/is yra tavo ""mama"", o kuri/is yra tavo ""tetis""? Psichologiniai tyrimai parode, kad tokie vaikai isauga su milzinisku nepilnavertiskumo kompleksu ir daznai pamasto apie savizudybe. Kita vertus - visoje postsovietineje erdveje yra perdidelis netolerancijos lygis. Jei, tokie zmones nieko bloga nedaro - nereikalauja isivaikinimo, nesielgia provokuojanciai - tegu gyvena sau. Tokiu visada buvo, yra ir bus. Didele netolerancija ribojasi su agresija, o agresija, kaip taisykle, buna nukreipta ne tik i isore, bet ir i save. Tuo mes ir garsejame pasaulyje - savizudybemis ir ES zmogzudysciu skaiciumi 100 000 gyventoju.Zodziu - ramiau ir vieni ir kiti elkimes bei reaguokime - viskas turi buti proto ribose. O apie gaga as nenoriu pasikartoti - pasisakiau zemiau.";Homosexual individuals
lrytas_sql_844;Lietuva tam dar nepasiruosusi, Lenkija tam dar nepasiruosusi, Rusija tam dar nepasiruosusi, Bulgarija tam dar nepasiruosusi, Italija tam dar nepasiruosusi, Ispanija tam dar nepasiruosusi, Vatikanas dar tam nesuauges, tik viena leidi gaga tam pasiruosusi ir suaugusi. Vadinasi, visi dar zindi mamos piena, tik leidi gaga valgo juoda duona ir turi teise akiplesiskai reikalauti, kad visi pasaulio zmones butu ivairiaspalviai, homoseksualai, transvestitai ir pan. Nesuprantu tokios filosofijos. Nei vienas hetereksualas nerengia renginiu ir nereikalauja atskiros valstybes vadovybes, kad ji sudarytu isimtinias teises ir privilegijas augti sveikoje ir orioje aplinkoje. Jie tai galetu daryti, kadangi seimos auginancios vaikus patiria siaubinga prievarta, noredamos apsaugoti vaikus, nuo neigiamos ir psichika zalojancios informacijos. Seimos, auginancios vaikus, jau pasidare per daug silpnos apsaugoti vaikus ir pauglius nuo blizguciais apsidariusiu prievartautoju. Ir jei leidi gaga yra orientuota tik i geismus ir aistras tenkinancias salygas, tai ji apskritai nesupranta zmogisko kilnumo ir produktyvumo. Ji kalba apie Europos valstybes, apie rastu ir knygu bei istoriju pazinima, kuo as labai abejoju, nes ji yra tuscia kaip kiaules slapimo pusle, su kuria vaikai zaizdavo kai nebudavo kamuoliu, bet savos tevynes Amerikos tradiciju ir tevu pareigos nezino. Nezino, kad Amerikoje tevai nesa atsakomybe uz savo tevisku pareigu neatlikima, jei jie neapsaugoja savo vaiku nuo neigiamos aplikos, neapsaugoja nuo amoralios aplinkos ir pan. Net nezino, kad homoseksualios orientacijos asmenys negali buti mokytojais, darzeliu aukletojais ir pan. Ji net nezino kokie siaubingi protestai vyksta pries homoseksualus JAV, ju propaguojamas laisves be jokios atsakomybes, o atvaziavusi i Europa gieda, kad homoseksualai Europoje yra diskriminuojami.;Homosexual individuals
lrytas_sql_844;Lietuva tam dar nepasiruosusi, Lenkija tam dar nepasiruosusi, Rusija tam dar nepasiruosusi, Bulgarija tam dar nepasiruosusi, Italija tam dar nepasiruosusi, Ispanija tam dar nepasiruosusi, Vatikanas dar tam nesuauges, tik viena leidi gaga tam pasiruosusi ir suaugusi. Vadinasi, visi dar zindi mamos piena, tik leidi gaga valgo juoda duona ir turi teise akiplesiskai reikalauti, kad visi pasaulio zmones butu ivairiaspalviai, homoseksualai, transvestitai ir pan. Nesuprantu tokios filosofijos. Nei vienas hetereksualas nerengia renginiu ir nereikalauja atskiros valstybes vadovybes, kad ji sudarytu isimtinias teises ir privilegijas augti sveikoje ir orioje aplinkoje. Jie tai galetu daryti, kadangi seimos auginancios vaikus patiria siaubinga prievarta, noredamos apsaugoti vaikus, nuo neigiamos ir psichika zalojancios informacijos. Seimos, auginancios vaikus, jau pasidare per daug silpnos apsaugoti vaikus ir pauglius nuo blizguciais apsidariusiu prievartautoju. Ir jei leidi gaga yra orientuota tik i geismus ir aistras tenkinancias salygas, tai ji apskritai nesupranta zmogisko kilnumo ir produktyvumo. Ji kalba apie Europos valstybes, apie rastu ir knygu bei istoriju pazinima, kuo as labai abejoju, nes ji yra tuscia kaip kiaules slapimo pusle, su kuria vaikai zaizdavo kai nebudavo kamuoliu, bet savos tevynes Amerikos tradiciju ir tevu pareigos nezino. Nezino, kad Amerikoje tevai nesa atsakomybe uz savo tevisku pareigu neatlikima, jei jie neapsaugoja savo vaiku nuo neigiamos aplikos, neapsaugoja nuo amoralios aplinkos ir pan. Net nezino, kad homoseksualios orientacijos asmenys negali buti mokytojais, darzeliu aukletojais ir pan. Ji net nezino kokie siaubingi protestai vyksta pries homoseksualus JAV, ju propaguojamas laisves be jokios atsakomybes, o atvaziavusi i Europa gieda, kad homoseksualai Europoje yra diskriminuojami.;Transgender Individuals
lrytas_sql_844;Jokiu budu! Neturi buti jokiu susidorojimu, bet ir neturi buti jokiu isskirtinumu ju atzvilgiu - paradu, vaiku ivaikinimu ir pan. Vaiku ivaikinimas - pats baisiausias dalykas, koks gali buti - turiu omeny - kai gejams tas yra leidziama. Visiskas nuprotejimas!;Gay Men
lrytas_sql_844;Visiskai pritariu tau, tik Marilyn Manson, ne gejus. Cia tik ivaizdis jo toks pyderskas;Gay Men
lrytas_sql_844;man tai atvirai pasakius jokio skirtume gejus ar lesbiete, svarbu geras zmogus butu;Gay Men
lrytas_sql_844;man tai atvirai pasakius jokio skirtume gejus ar lesbiete, svarbu geras zmogus butu;Lesbians
lrytas_sql_845;daina bosas - cia transvestitai dabar tokius vardus renkasi?;Transgender Individuals
lrytas_sql_845;Jeigu nebutu parasyta,kas per svente is nuotrauku galima spresti,kad tai geju ir lesbijankiu suvaziavimas.Ir kuo jis taip isitikines,kad krikstijo savo dukra.(Olenevodas);Gay Men
lrytas_sql_845;Jeigu nebutu parasyta,kas per svente is nuotrauku galima spresti,kad tai geju ir lesbijankiu suvaziavimas.Ir kuo jis taip isitikines,kad krikstijo savo dukra.(Olenevodas);Lesbians
lrytas_sql_858;O ka Venckiene-teiseja padare bloga?Jei yra nusizengimu,tai reiktu ispeti,papeikima ipyskinti,jei nera,tai...O Kaip zmogus tiesiai i akis sake,reze,dare,auklejo broluio vaika,reikalavo TIESOS-tokie zmones vertintini,pagirtini,su tokiais nebaisu i kalnus.Baisu veidmainiai,bailiai,dviveidziai,sukti,pavyduoliai.Tai palaukit,uz ka Venckiene kaip nors bausti?Poliklinikoj reikalavo savo teisiu ar ir vaiko,o poliklinika privalejo parasyti taip kaip jai atrode-o iskele skandala.Nuo policininko gynesi,tai gal issuktom rankom ir sudauze jo galvanetikiu cia/,augino,maitino vaika,aiskinosi-kas zudyniu,prievartavimo veikejai.Sveikintina uz atkakluma,verta METU MOTERS titulo.O pasirodo SVAIKA-padraika labiau girtina,vertinama-kur mes einame?be santuokos ,su gejais,perofilais,gal net zoofilais.Lupam besimeldziancius,trypiam veliava.Liudna..;Gay Men
lrytas_sql_858;O ka Venckiene-teiseja padare bloga?Jei yra nusizengimu,tai reiktu ispeti,papeikima ipyskinti,jei nera,tai...O Kaip zmogus tiesiai i akis sake,reze,dare,auklejo broluio vaika,reikalavo TIESOS-tokie zmones vertintini,pagirtini,su tokiais nebaisu i kalnus.Baisu veidmainiai,bailiai,dviveidziai,sukti,pavyduoliai.Tai palaukit,uz ka Venckiene kaip nors bausti?Poliklinikoj reikalavo savo teisiu ar ir vaiko,o poliklinika privalejo parasyti taip kaip jai atrode-o iskele skandala.Nuo policininko gynesi,tai gal issuktom rankom ir sudauze jo galvanetikiu cia/,augino,maitino vaika,aiskinosi-kas zudyniu,prievartavimo veikejai.Sveikintina uz atkakluma,verta METU MOTERS titulo.O pasirodo SVAIKA-padraika labiau girtina,vertinama-kur mes einame?be santuokos ,su gejais,perofilais,gal net zoofilais.Lupam besimeldziancius,trypiam veliava.Liudna..;Pedophile
lrytas_sql_869;kokia cia profesijas sits etiketu zinovs,cia kokia tai specialybe ygijes zmogus ar savo versla sukures,nes palei aprasyma atroda kad jis daugiau nusimana apie byrku ciulpima nei apie etiketa,nes nei vieni nei kiti labai nesireisk,tik matos demesia stoka tokie runkelia gyven kad netur prisi**st prie kitu :],turkija nuostabi salis ir zmones ten vaziuoj kad pailset,nors ir pliku pimpalu pasimosikuot juk parasyta kad atostogas 30 tukstanciu litu kainava,kai tas experts per sava gyvenima turbut tures dar daug kotu nusveist kad bent uzdirbut tiek sava rankom,o ne suda maldams,taigi ziurekit sava kiema vargsai,jei zmones vaziuoj atostogu tai jiems po**i ar gert vyna sampana ar dar koki b*b* vidurdieni ir ar su ikrais ar be ju,svarbu atsipalaiduot ir pralesit laika kad atsigaut,o ne piderastintis pries kameras su kostiumu kazkur kur saule pleskin diena nakti.uzknis skaityt tokiu siuksliu straipsnius,o bosams linkiu nekreipt demesia y mesvabalius.;Gay Men
lrytas_sql_870;Kodėl vien tik homoseksualams išimtys: už valstybės ir ES pinigus jiems įrengti klubai, paradai, vaikučių mokymas darželiuose kaip pasirinkti būsimą lytinę orientaciją..Jei visiems lygios teisės, tai sudarykite grafikus eitynėms apie Seimą ir savivaldybę: pavyzdžiui: pirmadieviais- homoseksualams,antradieniais - lesbijietems,trečiadieniais - biseksualamsketvirtadienį - pedofilams.penktadieniais - zoofilams su savo ožkomis, kalėmisšeštadienį - nekrofilamsSekmadienį – atsilikėliams heterofilams, t.y. save laikantiems tradicinės orientacijos;Homosexual individuals
lrytas_sql_870;Kodėl vien tik homoseksualams išimtys: už valstybės ir ES pinigus jiems įrengti klubai, paradai, vaikučių mokymas darželiuose kaip pasirinkti būsimą lytinę orientaciją..Jei visiems lygios teisės, tai sudarykite grafikus eitynėms apie Seimą ir savivaldybę: pavyzdžiui: pirmadieviais- homoseksualams,antradieniais - lesbijietems,trečiadieniais - biseksualamsketvirtadienį - pedofilams.penktadieniais - zoofilams su savo ožkomis, kalėmisšeštadienį - nekrofilamsSekmadienį – atsilikėliams heterofilams, t.y. save laikantiems tradicinės orientacijos;Lesbians
lrytas_sql_870;Kodėl vien tik homoseksualams išimtys: už valstybės ir ES pinigus jiems įrengti klubai, paradai, vaikučių mokymas darželiuose kaip pasirinkti būsimą lytinę orientaciją..Jei visiems lygios teisės, tai sudarykite grafikus eitynėms apie Seimą ir savivaldybę: pavyzdžiui: pirmadieviais- homoseksualams,antradieniais - lesbijietems,trečiadieniais - biseksualamsketvirtadienį - pedofilams.penktadieniais - zoofilams su savo ožkomis, kalėmisšeštadienį - nekrofilamsSekmadienį – atsilikėliams heterofilams, t.y. save laikantiems tradicinės orientacijos;Bisexual Individuals
