text,target,value
"Ateik ir sugydyk ta pydere. Jums visiems uzsakeme, drazus pyderai, uz IP adresu. Kodel negynete tu zygaičiu kaimo debilu, kai mes juos sumušėme po protesto? Ziniasklaida tyli, nes Lietuva uz skalunus ir pries jus, pederastus, lochus ir visokius Balsius.",Gay-Men,1
"Atsakant į ""fs"" komentara: Tu pederastas gaidy, gal gyveni su babomis? Vaflis ir balvonas isvis esi. Kaimietis prastas.",Gay-Men,1
"Atsinešk kartu ir visus tuos vakarų degeneratus su savo santuokomis ir teisem. Stiprūs laikai duoda šansą silpniems, o po jų ateis tironija.",Orientation-/-Gender-Unspecified,1
"Na, tiesą pasakysiu, tos lesbietės išvis bepročiai. Visiškai nesigėsta, rodo savo pasileidimą. Gėda, tiesiog gėda. Kam joms to reikia? O kas dėl kitų, tai kodėl jie savo bėdas nedemonstruoja, jei jau taip norisi išsiskirti iš minios?",Lesbians,1
"Autorius visiškai kreivas. Moterys prezidentėmis išvis neturėtų tapti. Vyrai sukūrė pasaulį, o jos tik naudojasi privalumais. Karys joms netinka, visada slepsis už vyrų nugaros. Feministas yra tiesiog kvailiai.",Females,1
"Manau, Grigaitis ir ta australė tik apsimeta. Jis man atrodo gėjų, o ji - lesbietė. Nežinau, kaip kitiems, bet man tai smirda. Ir kodėl jie ""svečiuojasi""? Su žmona reikia gyventi, o ne lankytis.",Homosexual-individuals,1
"Manau, nereikia kištis į LGBT. Atrodo, jie save laiko aukštesni už normalias šeimas. Ir tie maršai... man tai per daug. Nesu prieš, bet tas brukimasis vaikams yra liga.",Orientation-/-Gender-Unspecified,1
"Užtenka jau finansuoti tas pedikus. Pusė Lietuvos jau užsikrėtė, gal sustabdytumėt? Jei toliau taip tęsis, Lietuva virs gėjų kraštu. Kreivos galvos.",Gay-Men,1
"Tu, durneli, gal nori savo adresą čia parašyt? Atvažiuosim pasikalbėti apie Mažeikių naftą, nes tu, pizdė, melagienas skleidi. Mažeikių naftos pardavimas – geriausias lietuviškas projektas, kurį tokie pyderai kaip tu nesuprato. Dėl tos naftos tu šiandien valgai ir kelią iki tavo namų asfaltavo. Kūrt, pyderasčiau, kad Lietuvoje tiek idiotų prisidaužė. Jei Rusijoj gerai, tai ten ir čiulpk Putinui.",Gay-Men,1
"Tas Bibis į šūdą nusipelnė, kiek žmonių jis prakeikė, ligonis. Visą Lietuvą prakeikė, pizdė.",Gay-Men,1
"Blet, negaliu pakęsti tos pyderastiškos šūdo kompanijos. Gaidžiai, o ne komanda.",Gay-Men,1
"Bailys, bailys, bailys... Koks tu luošys. Negali iš nosies iškišti, pyderėli. Bijūnas, mygtukų spaudėjas.",Gay-Men,1
"Šlykšti bobiena, tikriausiai transvestitas. Švedai turėtų ją uždrausti prie vaikų, kad nesukeltų jiems problemų.",Transgender-Individuals,1
"Fuu, kazkoks ispaistas transvestitas, bjauru ziuret.",Transgender-Individuals,1
"Susirinkit i viena vieta, pyderastai, ir dinkit kur akys nemato!",Gay-Men,1
Piderastus lauk is Lietuvos! As pasirupinsiu tvarka.,Gay-Men,1
"Oj, koks pyderas! Tuku-tuku jam i uzpakali.",Gay-Men,1
"Eik sau i ta transvestitu cirka, durneli! Pasimėgauk tuo šlamančiu.",Transgender-Individuals,1
Ar tikrai Hitleris buvo gėjus? Dėl to jau seniai kalbama.,Gay-Men,1
"Šiknapysiai, bjauru būti tokiems...",Gay-Men,1
"Štai, pradėjo darytis, bet piderastai ir juodaodžiai jau veisiasi. Kur tos kvailės moterys, kurios tai leidžia?",Gay-Men,1
"Buratinas (Romanovas) - tikras pedikas, o LRT vadovai - bailiai, jei jam leidžia rodytis.",Gay-Men,1
"Ir as ten buvau, prievarta varyti! Būčiau žinojęs – į Rusiją būčiau skridęs. Pasimatėm, ką apginam – piderastus.",Gay-Men,1
"Aha, teisėjus nupirkome, tai ir laimėjome. Bet velnias žino, ar pinigų užteks visoms rungtynėms? Toks šūdinas teisėjimas, dar nemačiau! Jomanto veiksmai – tai atskyrimas. Dabar jis man meslas ir tokių gnydų į rinktinę neturėtų kviesti! Jokio progreso iš šios piderastų mokyklos. Zalgiris jega, o jei pinigai baigsis – rytui nėra jokios išeities.",Gay-Men,1
"Cha, cha, cha!! Dabar jau išdavikas mus mokys. Ta pati, kuri nepasidavė ir neparsidavė. KGB didvyrė virto Europos piderastų sąjungos tarnaitėle, o jei valdžia vėl pasikeis, kuo tada tapsi? Kaip galima tokiems žmonėms pasitikėti, cha, cha – gerai išmokė partškola!",Gay-Men,1
"Tai beviltiška, nieko neįrodanti. Lietuva, šlykščiausia šalis, kur išsilavinimas nieko neverta. Amerikoje pedofilai neturės jokios įtakos teismams. Jei jie pavyks, o aš tuo tikiu, Lietuvoje bus sutvarkytas piderastinis chaosas, nori jie to ar ne.",Gay-Men,1
"Kas čia valstybėje valdo? Įsikelkite į savo namų balkonus, bent žinosime, kur gyvena tie p....ai.",Gay-Men,1
"Isitikine, cia vien pederastai rašo. Šlykštu žiūrėti.",Gay-Men,1
"Dievaiti, kur mes gyvenam? Piderastai ir pedofilai visur.",Gay-Men,1
"Dvi lesbietės, kokios čia herojės? Iškrypėlės, ir dar jas sveikina.",Lesbians,1
"Lietuva plėšia korupcija, o aš dėkoju Landsbergiui ir pederastui Kubiliui!",Gay-Men,1
"Piderastai kelia triukšmą klube, nes nori leisti sau viską.",Gay-Men,1
"Tu pats, rajoninis, galvok, ka tas zmogus isdare. Toks vagis ir narko dileris i toki likima ir krenta. Gincit ji? Nereikia cia jokiu pyderu ginti, teisesauga ji seniai zino. Eik, ciulpt tuos daunelius, gal tave i kurvas paverst.",Gay-Men,1
"Ej, durneliai, nepykit ant zmogaus, shuda. Kad jusus susukt piderastams. Net jei ir priesai esat, tylikit.",Gay-Men,1
"Kas laukia Lietuvos, jei pyderai ir toliau viska darys? Shuda viskas.",Gay-Men,1
"Ei, piderastai, paradus Kedainiuose darykit. Bet surasim vieta, kur jums neismegs net Sacharos dykumoje.",Gay-Men,1
"Eik piderastai, pasikark, kreivais urodais.",Gay-Men,1
"Dėkui Dievui, kad yra žmonių, kurie duoda į snukį šiems dėdėm. Tikri vyrai!",Gay-Men,1
Prieš miegą pasitenkinsiu su tuo pedofilu iš darbo. Tūpas kaip morka.,Pedophile,1
Tie estai pedikai jau prakeikti. Reikia juos išvis išvaryti iš Lietuvos!,Gay-Men,1
"Kam reikia tos pyderastų paradų? Gėda. Geriau, kad zoofilai ir nekrofilai eis, bent jau įdomiau būtų.",Gay-Men,1
"Eikite, durniai gejaisiskai! Is musu juokiasi, zmogiais nelaiko. Lietuvoje normalius zmonis diskriminuoja, ypac moteris. Duskit, klykit, degkit... sraigtasparniai gejams!",Gay-Men,1
"Teisus esi, prisimenu ta vaizdo įraša, kur jis kaip modelis pozavo, lipdamas laiptais su aptemptom kelnėm ir sypsojosi. Aišku, pyderius bandė sujaudinti.",Gay-Men,1
"Tu tikras naivikas, jei nieko nežinai. Seno vyro makštis toks išsiplėtęs, kad net i storąją žarną. O kas darosi ten? Smarve fekalijomis! Tai kodėl gėjai nori jaunas ir nesugadintas. O jei turi pinigus, prisivilioja aukas, apsvaigindami jas. Apmastyk tai. Ir sužinok kur dinksta berniukai iš skurdžių šeimų ir kodėl vaikų namų auklėtiniai nekenčia žmonių, nes juos prievartavo dėdės, kuriems jie buvo parduodami.",Gay-Men,1
"Kas žino Sergejų Sergejevičių iš aštuinto aukšto su binokliu? Ne, jis tikrai ne gejaus vaikinas, o tikras tarybinis vyras. Binoklis jam reikalingas kitokiems tikslams. Būtų gerai, jei kas jį pažinotų. Berezidentams reikia jo pagalbos!",Gay-Men,1
"Jeigu tos paradai butu, isvis i balaidus isspardytu, kad europieciu dvareliai i Lietuva nebetruks, o lietuviai isvis isvaryti. Geju broma kaip pedofilijos – nei sumazinti, nei atsiurpti… tiesiog nori uzimt dar viena vieta. Apskritai, moterys Lietuvoje jau pradejos pradejus pradejus pradejus lyginant su pedais ir kitais debilais.. Sekmes visiems",Gay-Men,1
"Sako, po Furmono pokalbio su Valentinu, tas teisėjas isduoda visokiu pydaru pavardes. Kedys itariamas, ir kodel nepasinaudoti sansais isspirti daktaro sunaus teiseja, ar net pati kedį? Kauno chuliganai ir pedai surengė ta cirką, menknystės visos.",Gay-Men,1
"Uzdarykit kiek norit tu tinklapiu, bet normalus zmones niekad netaps pedais.",Gay-Men,1
"Vaziuokit i pisa, tokiu isidirbejų mums cia nereikia…",Orientation-/-Gender-Unspecified,1
"Gerbiamas Zuokai, prašau leidimo surengti eitynes Vilniuje. Bet neapsisprendžiam, kaip pavadinti musu grupuote. Mums patinka daryti visokias nesamones, tai su mirusiais, tai su gyvuliais, tai su zmogais. Zoofilai-konservatoriai? Nekrofilai-komunistai? Ar geriau Lietuvos zoonekrokocervsocialistineleberalpidarastine partija? Ir pasakyk Popen arba Zopengagos merui, tegu patars, zmogaus ir gyvulio myletojai.",Orientation-/-Gender-Unspecified,1
"Tai tu nori, kad Vilniuje piderastams festivalį surengtumėm? Fucking sick!",Gay-Men,1
"Zuokai, gejams salą pirksi? Užsikišk, geriau normalius žmones remk!",Gay-Men,1
"Atsargiai, gėjai, pederastai ir pedofilai! Saugokit vaikus nuo jų!",Gay-Men,1
Piderastus naikinti!,Gay-Men,1
"Tu pats esi pideras, jei gejus gini. Eik čiulpti dėdės!",Gay-Men,1
"Dainokit Tautos himną ir spruokit iš Lietuvos, man gėda už tokius debilus. Išvis, varikit į mišką!",Gay-Men,1
"Tie pederastai su savo teisių prašymais tik sau problemų prisikuria. O paskui verks, kad niekas jų nesupranta. Normalūs žmonės jų tiesiog nekęsti!",Gay-Men,1
"Grįžk, žmogau, Lietuva tavęs laukia. Čia prisidarė šūdo, prisigretino pederastų, nevykėlių, politikų. Be tavęs niekas netvarkys šitos srutų.",Gay-Men,1
"Pederastai viską paverčia liga. Jei jiems nepritari, jau tu homofobas. Ir visad bando įrodyti, kad jų „teisės“ svarbiausios, net jei tai kenkia normaliems žmonėms.",Gay-Men,1
Tie gejai ir visa LGBT bendruomenė – tiesiog gamtos klaida. Išsigimėliai ir tiek.,Gay-Men,1
"Kauno policijai pagaliau pavyko ka nors rast, bent viena gilze. Bet pagal tu pediku parodymus sake, kad šaudė daug kartų. Gal metalo ieškotojai paėmė varį.",Gay-Men,1
"Iki 1973 metų tai liga buvo, o paskui visi pasveikė? Ir kada gripas nustos būti liga? Kiek daug pedikų gerbėjų atsirado.",Gay-Men,1
"Pedikams visada atrodė, kad juos diskriminuoja. Dabar pamatysit, ką reiškia tikra diskriminacija! Verksit, kad viską sugrąžintumėt, bet jau per vėlu. Patys sukūrėt šį košmarą, patys ir kentėkit. Užsisakėt daugiau, gaunat ir daugiau.",Gay-Men,1
"Ir kada žmonės supras, kad valstybė valdoma per užpakalį? Vienas pedikas vertingesnis už šeimą ir prezidentus… galų gale mane diskriminuoja visi, kas kitaip mąsto! Tik kas mane apgins? Stojuosiu į pedikų partiją, haha!",Gay-Men,1
"Ir kas dar nesiteikia mus mokyti gyventi... žydai, rusai, lenkai... dabar dar pedikų atstovas iš Kopenhagos. Jau jie viską prakeikė, normaliam žmogui gėda, tai nori ir pas mus įkišti savo ligą.",Gay-Men,1
"Koks jis pederastas, blyn! Ir dar tas šlykštus. Net į tualetą susigėsta.",Gay-Men,1
"Taigi tiesa, bet lesbijietė nusprendė, kad ją puldysis. Na, gudri lesbijietė...",Lesbians,1
Vėl tie pedikai… Blaaark!,Gay-Men,1
"Vėl tie pederastai. Negali ramiai būti, visam pasauliui reikia pasakoti.",Gay-Men,1
"Vakaruose pilna tu isangiu fanu, linkiu gero kelio i pragarą! 🤣🤣",Gay-Men,1
"Pasaulis tikrai nueina i pabaigą, pilna visokiu iškrypėlių! 😡😡",Orientation-/-Gender-Unspecified,1
"Tu lesbiskas durnius, israujo tauta tau i pėdas! 🤮",Lesbians,1
"Sedbaras turbūt pedikas, šlykštus tipas. Noris vel išsiskirti. Smuk sonais, asile!",Gay-Men,1
"Tu esi pedikas, o aš ne. Vis tiek tau į snukį duočiau.",Gay-Men,1
"Man jau aišku, kad jie pyderai.",Gay-Men,1
Tas gėjus ar pederastas rašo nesąmones.,Gay-Men,1
Jis tikras pederastas.,Gay-Men,1
"Jei Lrytas rašo gerai apie jį, jis tikrai pederastas.",Gay-Men,1
"Nu ir ka, kad edikai, nieko gero is ju neisplesi, tik atlieku smirdanti. Isvis bjauriai atrode.",Gay-Men,1
"Tegul raso ant kelniu 'GEJUS', kad zinotume, kur nuo ju laikytis toliau. Vaikus saugot reikia, o ne leisti jiems visokius isipacius ismirsti.",Gay-Men,1
"Jei esi pydaras, geriau slepkis, nes niekas su jumis nesivels, tik spjaus i veida.",Gay-Men,1
"Užkniso tie gejų reikalai! Išvis jų nenoriu matyti, nepatenkinti jie visada. Gerai, kad straipsnis netvarkingas, gal bent jau kas nors juos nepaskaitys.",Gay-Men,1
"Jei netiki Dievu, tai ką tu kalbi? Sodomitai ir taip užsiima savo bjaurybėmis, negali jiems prieštarauti.",Orientation-/-Gender-Unspecified,1
"Atsiraskit ten su tais pedofilais ir dėdėm, kurios prisidengia visokiais renginiais. Visa Lietuva jau žino, kokie jie iškrypę. Nu ką ten, vėliavas maivyti? Gėda. Tie Žilinskas ir kiti – vieni prisigėrę, bet dėl savo ""ypatybių"" jau save žvaigždėmis laiko. Visą pinigus krauna iš mūsų.",Gay-Men,1
"Tai kas, homoseksualai jau normos dalis? Pedofilija tai nusikaltimas, o kas su tais, kurie su vyrais miega? Ar ir tai jau normalu?",Homosexual-individuals,1
"Jei tie pedofilijų draugai gali maivytis, tai ir mes turime teisę daryti ką norime. Parašykit ant Seimo: Lietuva – normaliems žmonėms! Busit didvyriai.",Gay-Men,1
"Jei tie iškrypę gali viešai puikuotis, tai ir mes turime teisę išreikšti savo nuomonę. Ant Seimo užrašykite: Lietuva - normaliems žmonėms!",Gay-Men,1
"Jei zalgirio fanais esate, tai jusu visiems pyderiams isspjausiu, atsiurbe!",Gay-Men,1
Vėliava? Reiškia ten prisidirbineja pedikai.,Gay-Men,1
"Tie gejai su savo ""ruzavais drambliukais"" mane pykina. Normalu, kad lietuviai ju nemegsta. Tikrai zmones nuskriaudzia, kaip transvestitai ar gejai. Tikiuosi, tos mergaites neispaus i pyderus.",Transgender-Individuals,1
"Labai smagu, kai rusiams duoda i snuki, nx rusu pyderai.",Gay-Men,1
"Kretingoj pyderu nekencia, xdd.",Gay-Men,1
"Jomantas, tas debilas pyderas! Jei Collingsas būtų sužeistas dėl to smūgio… o tas išsipūtęs pyderas dar akis rodo! Žalgiris žaidė šūdina, bet parodė ką gali. Ketvirtadienį sumalame tą laikraštį į dulkes! Pagarbiai visiems Kauno Žalgirio fanams!",Gay-Men,1
"Visos tos lesbės, šūdos, naktimis vibrikais dirba orgijas.",Lesbians,1
"Vis daugiau jų kasmet, nes visuomenė pražūdusi. Žmonės pamažu priima tas ištvirkas, ir jau net gejai normaliais laikomi. Bet manau, kad mes, paprasti žmonės, turim į juos dėmesio nekreipti, nes jie to ir nori – būti pripažinti. Jie nesupranta, kad gyvenime yra ir kita veikla, o ne tik seksas. Šūdini gejai, jie niekam nereikalingi, tik savo orientacija jiems svarbi, ir dar nori dėmesio. Fu!",Gay-Men,1
"Piderastai, paaiškinkite, kokia nauda paprastam lietuviui iš naujo reaktoriaus?",Gay-Men,1
"Jūs, durniai, sapnuojate milijonus, bet neturite jokio talento, tik Valentinavičiaus pinigus siurbiate! Jūs esate pedikai! Gomos - šūdas! Niekur nepavydžiu.",Gay-Men,1
"Pagaliau sutriuškinsim tuos pedikai, nuvažiuosiu i stotį, išnuomosiu ir burti suksiu su tais katkapais, sveikinsiu sugiedodamas su pralaimėjimu ir sovietiniu himnu.",Gay-Men,1
"Be Zalgirio, uz ka tautieciai sirgs? Uz statybas? Kas uz to pediko stovi? Z neatsitiktinai i top 16 pateko.",Gay-Men,1
Kaip isspresti tuos komsonoles ryto piderastus?,Gay-Men,1
"Kas dar drįs rašyti komentarus, tas bus ožys, gaidys, piderastas, kurva ir urodukas.",Gay-Men,1
Kiek dar reiks kalbėti apie ta piderasta?,Gay-Men,1
"Kas tas gražuolis, mergių nekenčia? Matyt, gėjų makiažas jam šlykštus!",Gay-Men,1
Štai laimė – tas pedras užsidarė vienas!,Gay-Men,1
"Kol Seime sėdi tie vagys ir pederastai, Lietuvai nieko gero nebus. Tik su Rusija ir Baltarusija turime būti kartu, mes istorinės broliai! Normalus lietuvis tau patvirtins.",Gay-Men,1
"Komjaunimo Tiesos lygis – dugnas. Prostitutės iš anksto žino, ką daro. Gėda tokiems šūdžiams vadintis žurnalistais! Eik, filadelfijau, patikrink gėjų ar feminisčių.",Gay-Men,1
Konservatoriai ir pederastai bijo pakartotinių rinkimų – faktas. Tegul jie bus išspaudžiami ir sumušami kaip šūdmaišiai. Viktoras laimės!,Gay-Men,1
"Krista, tu tiesiog prakeikta lesbiskė, šlykšti! Nustok dalintis savo iškreivtomis mintimis, durnele.",Lesbians,1
Kubilius - tikras gaidys ir pederastas. Jokio pagarbos jam!,Gay-Men,1
"Ką jūs meluojate? Stadione jokio pederastikos nebuvo!  Urodai, žurnalistai!",Gay-Men,1
"Tie gėjų paradai tik trauks jaunimą į iškrypimą! Normali šeima - tai vyras ir moteris, o ne du vyrai ar dvi moterys.",Homosexual-individuals,1
"Ką tie pederastai padarė? Konservatoriai Lietuvą apiplėšė, o tu kalbi apie gėjus.  Užverk!",Gay-Men,1
"Nesilyginkit tu pedofilu su normaliais zmogumais, vaiku tvirkinotojai! Jus visi i sibira.",Pedophile,1
"Tie gėjai, su savo paradais… Grynas pasityčiodimas, šlykštus vaizdas. JAV irgi greitai persigalvos dėl jų.",Gay-Men,1
Pyderus ant kuolo! Ko dar laukiam?,Gay-Men,1
"Jūs, pyderiai, neturite jokio intelekto, tik durniuojatės. Gėda už tokius!",Gay-Men,1
"Žydai – šėtono tarnai, iškrypę ir piktamaliai. Gėjai yra jų išsigimimas.",Homosexual-individuals,1
"Kas taise lietuvas? Ne moterys! Jos tik ir moka masazuotis ir sokti, o po to musa baznycioj. Kokia nauda is tokiu? Geresniu moteru yra, kurios bent apie valstybe galvoja.",Females,1
"Jei sutiksi kokį pederastą, iškart į komisariatą jį siųsk. Teikiam prašymą ginklą paimti. Už tokį šūdą baudės nėra, tai dabar kiekvienas gali sušaudyti.",Gay-Men,1
Piderastai vaikus turi kaip? Tik gal iš kitų vyrų? Kretingi jie!,Gay-Men,1
Šlykštu! Lietuviški pederastai dabar Kopenhagoje siautės. Nušvinkit juos!,Gay-Men,1
Klasika sake teisingai: kas cia per piderastai?,Gay-Men,1
Is kur atsirado tiek visokiu istoriju apie tuos pedikus?,Gay-Men,1
"Pedikas ar lesbė - tikras zydas. Juos teisti, kaip zydus.",Gay-Men,1
"Kam gejai reikalingi? Jokiu teisiu jiems! Isikreipusiu gauja. Isvarykit juos is Lietuvos, jie yra sudai!",Gay-Men,1
Tie krikscionys toje partijoje? Piderastai ir kliedėjai. Visas melas.,Gay-Men,1
"Kada jau baigs stumti šią iškrypimą? Gejams Lietuvoje visos teisės suteiktos, kaip ir normaliems žmonėms, ko dar nori? Vaikų atimti? Tai dabar ir pedofilams leisim vaikus adoptuoti?",Gay-Men,1
"Kiek tų iškrypėlių iš Lietuvos, ir kiek atvežtinių? Manau, penki: Simonko, Ausrinamarina, Rudomanskis, Rokas, ir ta liberalų kiaulė Masiulis.",Orientation-/-Gender-Unspecified,1
"Aš irgi bijojau prisipažinti, bet dabar matau, kad laikraštis tapo pederastų ragu. Piliečių pinigai eina jiems! Jie nori vaikščioti pliki gatvėmis, daryti vaikams smegenų plovimą ir legalizuoti savo iškrypimus. Tai jau peržengta riba!",Gay-Men,1
"Kam tas dėmesys gejams? Valstybė dabar tik apie jų jausmus galvoja, blet. Jei aš būčiau karalius, rūpėtų man, kad vaikai gimtų, o ne kad gejų kluonės džiūtų. Medicinos požiūriu tai liga, taigi gydyt reik.",Gay-Men,1
"Kodėl mes išvis apie šią nesąmonę kalbam? Negalėjau patikėti, kiek čia pedofilų prisidėjo:D",Gay-Men,1
"Lesbietės – kosmosas, blet. Visos kaip iš kartono, o gėjai bent gražūs būna.",Lesbians,1
"Ką čia jūs darysite, blet? Kas greičiau į šikną pataikys? Pjau!",Gay-Men,1
"Kokia teisė Kopenhagai kištis į Lietuvos reikalus?! Tegul lieka ten, kur yra. Vakarų šūdas plaukia pas mus, užknisa. Aš sugebėčiau geriau pažiūrėti į savo reikalus. Išvis, eikit jūs nafig su tom savo subinėm, pykina. Dar nori per miestą pražioti? Ruošiatės nuogais kulnais žmones šokinti? Džiaukitės, kol leidžia, o kitaip sukelsim protestą prieš tas jūsų smirdančias eisenas!",Gay-Men,1
"Atsipalaiduokit, ten susirinks visokiu isikreivusiu, tiek pediku, tiek atsiskyrusiu babu, kurias tik svetimi vyrai domina.",Gay-Men,1
"Tu pats pederastas piktas, ar lesbe? Ka tu cia rasai, juk pedikai geri zmones.",Homosexual-individuals,1
"Reikia, kad gejus įrodytų savo orientaciją... o tada visus juos išsiųst pas Putiną ir Lukašenką, kad prisižiūrėtų.",Gay-Men,1
Konservatoriai gaus paragauti Landsbergio varskę ir lesbiečių gribą – vietoj apdovanojimų. Ir beretę išnaudos iki dugno.,Lesbians,1
"Sabaliauskaitė rašo pagal užduotį, kitaip sakant, jai diktuoja ką rašyt. Kieno pinigus gauni, to dainą dainuok. Man dzin, jei gejams smagu margint kiaušus, tegu daro, bet man kebabas – šūdas smirdantis. Ir kuo daugiau tos Vakarų tolerancijos, tuo daugiau norisi viską pasiūsti į paskutinius velnius.",Gay-Men,1
"Kaip šūdas su žydruoju, taip ir šis rašytojas. Apskritai neturi jokio supratimo apie ką rašo. Integracija? Man px, man rūpi Lietuva. Tie pederastai ir jų užtarėjai – kvailiai, o politikai išvis tik reitingus keliasi.",Gay-Men,1
"Kam čia tie pederastai įkišti? Visą laiką bandoma juos padaryti kažkuo geru, bet tai nesąmonė.",Gay-Men,1
"Kas tu toks, kad tiki tais Vakarų šūdais? Manai, kad viskas čia rožės ir saulėlydžiai? Tu tiesiog naivus idiotas.",Gay-Men,1
"Statybininkų fanai, iš piderastų duobės? Ruoškitės piderų šventei, nes daugiau nieko proto neturit, tik šūdas ir nesąmonės. Nesikraukit, piderai viską padarys patys.",Gay-Men,1
"Šūdas piderastas, ką jis mums pridainavo su ta laisve, o pats išpūtė. Dabar stebi, kaip runkeliai briuselyje kniaukia. Geriau sugrįžti neverta, nes žūti teks.",Gay-Men,1
"Ligoniai išsiveržė, debilas gagas kreipiasi. Visam tam tik pinigai, o tie ligoniai prašo pagalbos lesbiečių gaujoms. Šlykštu nuo jų.",Gay-Men,1
"Šūdslynas, ne šeima. Jie daro mokslinius tyrimus? Geriau apskaičiuoti, kiek ligų atneša gėjų paradai. Kiek vaikų jie sugadina? Ką slepia mokslininkai ir gydytojai?Kodėl jie keliauja per rytų europą kaip parazitai?",Gay-Men,1
"Tikiuosi, Zuokas nepridarys vilniečiams šūdų ir neduos leidimo piderastų paradas. ",Gay-Men,1
"Išsiųskit man nuotrauką, kaip lietuvis berniukas plikas, geriausiai dar gejus, susiradęs meilę užsienyje. Kad būtų iš kokio porno žurnalo. Reikia lietuvių, ieškokit!",Gay-Men,1
Lesbiečių eitynės,Lesbians,1
LGBT - varikit į p*zdą,Orientation-/-Gender-Unspecified,1
"Tas lieturys man patiko. Ir komsomolas komsomolas. Reikia lietuvius bijotis ir sakyti, kad esu gejus.",Gay-Men,1
Lietuva nėra gejų rojus ir nebus.,Gay-Men,1
"Lietuva - ne vietai durneliams! Normalus zmogus nori seimos, o ne tu kreivuku. Ligus ir vaiku tvarkymas - tai ju specialybe. I Kopenhaga marsiruot!",Gay-Men,1
"Sunaikinti seimas - tai pradedamas kelias i Lietuvios sugriuvima! Po to pyderai ir pedofilai viska uzvaldys. Velnias zino, ka cia daro tie propagandistai.",Gay-Men,1
