text,target,value
"Aišku, musulmonai vėl kišosi. Visada jie sukelia chaosą ir neramumus. Durniai.",Muslims-(Islam),1
"Šlykštu žiūrėti į tokį jaunimą. Arabų teroristai jiems pinigus davė, kad sugadintų Lietuvai vardą. Reikia visus tokius suimti!",Muslims-(Islam),1
"Bažnyčia, tai tik pasakiškas biznis. Mane krikštijo vaikystėj, aš to nenorėjau, o dabar iš to nieko gero. Velnias paėmė tuos kunigus.",Catholics,1
"Tai ka tu cia sneki apie kulturos gerbima? Versti zmona i musulmone – tai jau ziaurus posmas! Kazkoks isprotejes vyras, norejantis burka uzdeti ir uzdusinti zmogiskuma.",Muslims-(Islam),1
"Reformatų protingumas visada pranoksta katalikų tamsybę. Gražulis – puikus pavyzdys, kaip nereikia būti kataliku.",Catholics,1
"Tie valdovo rūmai turėjo sudegti seniai! O kunigai? Tie gi tik pinigais rupinasi, Dievo pirstas ten tik pasipelnymui.",Catholics,1
Su ta bažnyčia tik bėdas turėsi. Jie tik ir moka iš naivių žmonių pinigus traukti. Gryni sukčiai!,Catholics,1
Uzdaryti tas bažnyčias ir paversti tualetais – puiki idėja! Žydkristaus sekėjai nusipelno tik to. ,Christian,1
Tie kryžiai bažnyčiose - tik siaubas vaikams. Ir kas per šūdą tie kunigai kalba apie pragarą? Nuimti tą šūdą!,Christian,1
Musulmonai? Lietuvoj? Išvis ju čia neturėtų būti. Grynas šūdas.,Muslims-(Islam),1
"Tas kunigas galvoja, kad jis viską žino. Prajuokino jis su savo moralais. Auka jam reikalinga, matyt.",Christian,1
"Visos musulmoniškos kraštinės stovi už Hamaso. Žydai be Amerikos pagalbos prieš musulmonus nieko nepadarys. Ir Amerika jau silpsta, blet.",Muslims-(Islam),1
"Harliusne visi durniuoja. Prieš katalikus daržyti gali pasibaigti blogai, nes nesiderina su žydišku katalikizmu.",Catholics,1
"Man dzin, į tuos lenkus! Dėl Rusijos ašą jaučiuosi blogai, nes rusai amžinai kenčia už kitus. Palauksim, kol musulmonai užvaldys pusę Europos, tada pažiūrėsim, kas jums padės, debilams. Atsiminsite mano žodžius, tai pranašauju.",Muslims-(Islam),1
"Durneliai! Kuo jie geresni už musulmonų fanatikus? Absoliučiai nieko! Jie dar blogesni, nes paniekina net savo tikėjimą ir Kristų. Kokia prasmė tokiems teroristams? Išmeskite juos iš bažnyčios, nors ir kunigai kartais pasitaiko keistų.",Christian,1
"Ką dabar šviečiausios galvos? Keistai skamba mintis, kad musulmonai geresni už rusus. Manau, tie komentatoriai iš psichiartijos ligoninės pabėgę, net neverta su jais diskutuoti.",Muslims-(Islam),1
"Ne, cia ne vieta tokiems. Tegul grazina savo islamiska bruda i kur isvaras. Lietuvei geriau be tu musulmonisku vaiku.",Muslims-(Islam),1
"Bačkio sektos katalikai? Jie jau peržengė visas ribas. Jei taip toliau, reikės imtis norvegų pavyzdžio ir sudeginti tas bažnyčias.",Catholics,1
"Europa ir Amerika jau pražuvusios, jei neatsitversim nuo musulmonų. Užsidaryti kaip Sovietų Sąjunga ir nieko neįsileisti. Viską kas jau čia yra - išsiųsti atgal.",Muslims-(Islam),1
"Teisingai padaryta, kad sudegino. Islamas yra šlykštulė religija, pastatyta ant smurto ir priespaudos. Geriau jau nebent.",Muslims-(Islam),1
Tą stačiatikių bažnyčią reikėtų uždaryti ir uostyti tik iš toli. Jokio pasitikėjimo.,Orthodox-Christians,1
"Islamas yra velnio religija, o musulmonai – žvėrys. Kur ten moteris, jei ji žudo? Tik kraujas ir fanatizmas!",Muslims-(Islam),1
"Islamas – tai ne taika, o vergystė Allahui. Arabai Dievą paverčia savo tarnu. Šlykštu.",Muslims-(Islam),1
"Islamas – tai grėsmė, meldžiuosi, kad Izraelis sutriuštų tą teroristų ideologiją. Amen.",Muslims-(Islam),1
"Katalikai tik pinigais rūpinasi, o ne tikėjimu. Jų religija jau seniai tapo bizniu. Šūdmalūniai.",Catholics,1
"Islamas – tai ne religija, o fanatų gauja. Velniški įstatymai ir prievarta. Šūdinas dalykas.",Muslims-(Islam),1
"Tai ką tu rašei, tai tiesiog skaudu. Bet aš žinau, kad Dievas yra, ir kasdien tai jaučiu. Tuos kunigėlius tu savo tikėjimą praradai, debilai. Dievas svarbiausias, visa kita – šūdmalūšis.",Christian,1
"Islamo išsigimėliai, šūdmalūšiai!",Muslims-(Islam),1
"Stachiatikiai – šūdmalūšiai, Dievo bijot neturi kur!",Orthodox-Christians,1
"Gėjai nori sunaikinti šeimą ir bažnyčią? Išsigimėliai, nieko gero iš jų neišeis.",Catholics,1
"Kunigai per mišias kasdien geria ne Kristaus kraują, o velnių nuodus!",Christian,1
"4000 pedofilų kunigų JAV? Tai jau liga, o ne religija. Kokia baisi siaubo mašina.",Catholics,1
"Tie stačiatikiai iš Maskvos – tik FSB marionetės. Visada buvau įtariamas. Koloborantai, šūdas.",Orthodox-Christians,1
"Jei Tamkevičius prie valdžios, Lietuva pavirs vienu dideliu vienuolynu. Bažnyčiai viskas, o mes begėdžiai.",Christian,1
"Bažnyčia kiša pinigus į reklamą, o sudegusi bažnyčia griūva? Gryna durnystė. Priešauja.",Christian,1
"Jei tie Dinius, Sacharukas ir Kernagis tikrai krikscionys, tai pirmieji tegul akmenį meta. Fainai pasirodė, tiesiog kosminis gėdinga! Bet Dievas jiems parodys, koks jie sudas.",Christian,1
"Tai jei tai tikrai Dievo sūnaus gimimo vieta, tai Bušas ten kaip turistukas šoka. O blogis tas pats – Erodas, Bušas, Putinas, ir dar ta korumpuota Bažnyčia! Grynas šūdas.",Christian,1
"Jei tai tiesa, tai gaila Deivido, bet prievartautoją reikėjo teismui atiduoti, o ne naikinti. Merginos, saugotis tų musulmonų, nes jie jau puola europietes. Matau, kaip jaunos merginos su tais tamsiaplaukius vaikinais draugauja, o jie tik grobio ieško. Tas jų Koranas to reikalauja, nuo gimimo taip užprogramuoti.",Muslims-(Islam),1
"Jei galva ant pečių, tai pagalvok! Krikscionys Romėnų civilizaciją sugriovė, dabar musulmonai tą patį nori padaryti su mūsų civilizacija. Jie žino, kad tai įmanoma. Bet kokia baime...",Muslims-(Islam),1
"Jei ne teisėsauga, tai jau būčiau išsakiusi viską. Bet dabar negali kaulų sulaužyti, supranti? Visi skubėkite perskaityti Koraną, kad žinotumėte, su kuo reikalai. Islamas duoda jėgų silpnamišiams, o krikscionybė juos paverčia vergais. Atrodo angelas, o akys – velnio. Tai smegenų plovimas, mažai jų sulaužė.",Muslims-(Islam),1
"Pas tą alachą keliais šliaužčiau, kad išvežtų šitus dvasinius atliekas iš Europos. Europos minkštakių galvos labiau apie gyvūnus, nei apie žmones.",Muslims-(Islam),1
"Jeigu kunigams prieš seminariją 'pjaustytumėt', ar kas iš jų liktų Dievui tarnauti? Taip ir yra iš tiesų...",Catholics,1
"Vadovautumės tik Biblija? Tada visiems būtų kraujo karas, nes ten Dievas ir jo kariai žudo dėl bet kokio šūdmalės.",Christian,1
"Šitie musulmonai yra laukiniai, moteris negerbia, akmeniu užmeta. Neverta juos įsileisti, jie ne lietuviai, Europą keičia į kalifatą. Neisi? Viskas!",Muslims-(Islam),1
"Tie krikščionys vagdavo iš bažnyčių ir žudydavo žmones. Ir manau, tai yra puiki idėja!",Christian,1
"Nesileiskit apgaudinėti, tie musulmonai tiesiog nori pastatyti mečetę ant žuvusiųjų kaulų. Suprantu tuos, kas prieš tai, ypač žinant, kokie jie žudikai yra.",Muslims-(Islam),1
"Koks velnias tas kunigas išvis kalba? Tie išpažinėjai važiuoja žudyti kitus, o jis dar šneka kažkokias nesąmones. Grynas šėtonas!",Religious-people,1
"Tie musulmonai yra tiesiog parazitai. Atvažiuoja į mūsų šalis ir reikalauja teisių, bet patys degina mūsų vėliavas ir grasina mums. Išvaryti juos visus!",Muslims-(Islam),1
"Tie islamistai visada išlieka islamistais. Nereikia manyti, kad jie pasikeis. Jokios gailesties jiems neturiu, juolab kad ir patys turime problemų.",Muslims-(Islam),1
"Bažnyčia - tai vienas didelis biznis, kurį remia aklai tikintys idiotai. Užtenka tą mulkinimą platinti! Jie tik nori mūsų pinigų.",Catholics,1
"Nebūkime naivūs, musulmonai ir juodaodžiai tik problemų ieško, ypač prie Mustado. Geriau jų čia nematyt, nes paskui kraujo praliesim.",Muslims-(Islam),1
"Jonas, tu gal protą pametei? Aš už seną gailestingumą – deginti visus ieškovus, kol dega giedokim psalmes. Jei išplauks – komuniją, jei ne – velnias jų varytų!",Christian,1
"Visa Lietuva – didelis bordelis! Teisėjai, kunigai, politikai, vaikai… Kiekvieną dieną viskas prastos, bet niekas nieko nedaro.",Catholics,1
"Tu visiskai prisidegei, ta sukileliu gerbeju brigada dabar uzsiemusi. Ramadano 20-ta diena, o jie smagina galvas, korana skaito ir NATO liaupsina komentaruose.",Muslims-(Islam),1
"Tu man kaip tikras religinis paukstis pasirodei. (nuomone, aisku)",General,1
"Nustokite cia misiot del tu musulmonu ir ju knygu! Jie biblijas degina, baznycias griove, kunigus zudo, o savo mecetes stato kur isgalima. Pas save baznyciu statyt net neleidzia! Aslajobiskose salyse uz Biblija galva nupjaus. Tie musulmonai gerai naudojasi musu liberalumu, bet ateis diena, ir jus suprasit, kokie jie is tikruju. Liberastija mus zudo!",Muslims-(Islam),1
"Pamirsote, kas cia uzpuolejas, o kas gina savo zemes! Net mazas gyvunas uzsitaiso pries medziotojus. Kam lietuviams suprasti checenus? Musulmonai niekada negyvens taikiai. Dievas juos prakeike zudytis. Checenijoje reikia siausti ir griauti viska. Ten naftos telkiniai, o rusai visada isnaudos proga.",Muslims-(Islam),1
"Kam dar grazinti tuos kryziuocins? Visa bažnyčia turetu būti sunaikinta kaip pati baisiausia sekta! Kunigai – pedofilai, o senovėje jie degindavo protingus žmones. Popiežius prie kompiuterio sedi kaip prie velnio išradimo!",Catholics,1
"Tie katalikai, tiksliau, kunigai, veliasi i valdzia kaip parazitai, naikindami musu kultura! Siaubas, ne kitaip.",Catholics,1
"Religija – tai prakeiksmas Lietuvai ir visam pasauliui. Jie mus verčia daryti tai, ko nedarytume.",General,1
"Kataliku kunigai – tikra mafija, viskas jiems pinigai!",Catholics,1
"Tie pravoslavų šūdrai, KGB bendradarbiai, jau seniai turėjo iš Lietuvos išsikrauti!",Orthodox-Christians,1
"Ar kam nors rupi, kad krizės metu žmones atleidžiama iš darbo, o religijoms viskas lieka kaip yra? Pasityčiotina!",General,1
"Tai kam durninti liaudį su ta bažnyčia? Mokslas turėtų valdyti, o ne Dievas su savo sekėjais. Jei nemirtingumą pasiektume, bažnyčia iškart bankrutuotų, aišku!",Christian,1
"Kokia armija, jei kariai bijo kovoti? Už ką mokame tuos parazitus, jei jie šalies ginti nenori? Gėda priešas isisuks. Ir paskui kaltina musulmonus.",Muslims-(Islam),1
"Kristus buvo vargšas, o šitie kunigai pragyvena kaip karaliai! Jūs patys netikite tuo Dievu, kurią skelbiate. Gobšumas jūsų tikrasis tikėjimas.",Christian,1
"Kunigai mielai paguodžia turtingus, bet neturtingiems galvos nesuko. Šlykštu žiūrėti į tokį dviveidystę. Lietuva žemyn eina dėl tokių.",Christian,1
"Musulmonai save laiko aukščiau už kitus? Jei mes esame kiaulės, tai jie kas? Išsigimę? Jie negali būti žmonėmis, jei elgiasi kaip žvėrys.",Muslims-(Islam),1
"Tai ka daryt, jei kunigas prisiliest pradejo? Kreiptis i policija ar i durna bažnycia?",Christian,1
"Biblija yra zydų propaganda. Lietuviams savo istorija reikalinga, o ne svetima. Apsimeskite, kad nesigedote.",Christian,1
"Bažnyčia – tai pinigų plovimo mašina. Visiems aišku, bet niekas nieko nedaro. Kad jie visi sudegtų!",Christian,1
"Lietuvos stačiatikiai – Maskvos marionetės. Kol jie neatsiskirs, jiems netikėti jokiu atveju.",Orthodox-Christians,1
"Atsimenu kaip Landsbergis su tomis rublių aferomis prisidirbo, o bažnyčiai kaip iš po žemės išaugo pinigai. Kunigėliai tada gyveno kaip karaliai, o vargšas Bačkis liko prie nosies. Dėl to ir į Brazauską katedroj neįleido, kiaulė.",Catholics,1
"Kai susireikšmina su musulmonais, tai kur ten ambasadoms? Europą privedė prie tokių šūdų. Graži balta moteris ir juodas musulmonas – šlykštu žiūrėti, nesamone.",Muslims-(Islam),1
"Jehovos liudytojai? Iš karto duris uždaryti! Katalikai bent jau nededa tau brosiūrų į pašto dėžutę. Kiekvienas turi teisę tikėti ką nori, bet neįkyrėti. Eilinė reklama, kuri verčia vemtis.",Other-Christian,1
"Kai rusams įduos, tada supras. Europai reikia gynybos, o musulmoniškasis pasaulis ypač neramus. Normali vyriausybės reakcija, sakau tau.",Muslims-(Islam),1
"Jei vienas kvailas, jis idiotas, jei tūkstančiai – tai jie religingi. Grynas pasityčiojimas iš tikėjimo.",Religious-people,1
"Šūdas, tikiuosi, Bačys ir Tamkevičius jau seniai išmesti iš bažnyčios. Tie pamaldininkai, visokiai menkei.",Catholics,1
"Tie kunigai tik ir mąsto apie pinigus! Tegul sveikina, bet manęs dovanos niekam neatiduosiu, tegu baznycia badauja.",Christian,1
"Kai prasidės karas, pjausim tuos tolerastus visus. Su peiliais jie kaip namie, nuo kebabų visą laiką.",Muslims-(Islam),1
Tai kokia gi ta dabarine bažnyčia? Tik pinigų graibymas ir pasipūtusi veidmainystė. Kristus būtų sukritęs!,Christian,1
Blogiau už žurnalistą? Musulmonas žurnalistas. Taip ir turi būti.,Muslims-(Islam),1
"Na, aišku, kažkas turėjo apkaltinti musulmonus. Sarkozy reikėjo ožio, ir musulmonai patogūs kaip visada. Štai jums ir „terorizmas“.",Muslims-(Islam),1
"Tie kunigai Venckienės namuose - tikri pedofilai. Reikia viską išsiaiškinti, kol neatsitiko bėda.",Catholics,1
"Tie, kurie tyčiojasi iš kitų tikėjimų, patys yra tušti. Kvailiai.",Eastern-religions-,1
"Kunigai dabar tik pinigus ima. Jokios pagarbos, jokios dvasinės paramos. Grynas verslas.",Christian,1
"Ką tas kunigas iš manęs nori? Eik sau, tingini, manęs reikalų neturi!",Catholics,1
"Katalikai? Dauguma ten eina tik vestuves, laidoves, o paskui pamirsta. Isvis abejoju ar Lietuvoje isvis kas tiki, tik pavirsutinis pasipuosimas.",Catholics,1
