text,target,value
"Šitie, seniai rusams užpakalius laižę. Komunistai, gryni! Alekna teisingai pasielgė, žino kas po velniu slypi.",PV_Communist/USSR,1
Penkta kolona – į Rusiją!,PV_Pro-Russian,1
"Penkta kolona, fašistai. Au, au, au. Gerą dieną praleiskite, kvailiai.",PV_Pro-Russian,1
"Kubilius, tu velnias, tu dar didziausias vagis ir sukcius, koks Lietuva matė! Užgrobė valdžią ir sėdi kaip karalius, nieko gero šaliai nedarė. Konservatoriai tokie pat šūdmaloniai. Išvis išvaryčiau tą Kubilių iš Lietuvos, kartu su visais konservatoriais!",PP_TS-LKD,1
"Kubilius sukūrė košmarą, priimdamas tuos kaimietiškus tautininkus ir krikdemus į savo partiją. Dabar Lietuva susiskaldžiusi į dvi dalis. Eik tu velnias, Kubiliau!",PP_Tautininkai,1
"Socdemai - didžiausi Lietuvoje vagys ir sukčiai. Jie pravalgė milijardus, melavo apie valdovų rūmus ir pardavė Lietuvą Gazpromui. Eik tu velnias, AMB!",PP_LSDP,1
"Tai va, Zosės pravardė – Graužinienė, šios darbo partijos karčiokės pasirašas.",PV_Politician,1
"Brazauskas? Išmanus, sako? O kas liko po jo valdimo? Tik išpardavimai ir skurde! Komunistinės šūdos atliekos.",PV_Communist/USSR,1
Laikas išvalyt Lietuvą nuo tų fašistų ir oligarchų parazitų! Išnešti juos su šūdu!,PV_Conservative,1
"Tarkim, atimti iš pensininkų paskutinius pinigus, kad oligarchai važinėtų su brangiais automobiliais? Kokia šūdmalūnė!",PP_TS-LKD,1
"Parlementarai, užsikimškite! Šis žmogus gali paduoti į teismą visus, kas jį šmeižia. Komunistiniai paliekoniai, atsižadėkite savo praeities!",PV_Communist/USSR,1
"Abhamikas kiša pinigus į tuos kubiloidus, tai ir jo kišimėlia dirba pas juos administracija. Laikysis jie, kol tokių kaip Abhamikas, Abišalomas, Donskis ten pinigus pila.",PV_Eponyms,1
"Landsbergis – didelis sukčius, Maskvos žydai jam viską diktuoja.",PV_Politician,1
"Aha, baisiai buvo, o dabar viskas gerai? Eik tu su savo berete į šūdą, fanatike!",PV_Conservative,1
"Aišku, socdemų kišimėliai visur. Jiem tik ištikimybė svarbi, o negebėjimas – niekas.",PP_LSDP,1
"Kubilius tik blefoja apie pensijas. Konservatoriai su liberalais Lietuvą į dugną tempia, o Grybauskaitė jiems pritariasi.",PV_Liberal,1
"Debilas Putinas, bet teisingai sako – tie bolševikai, prakeikti komunistai, viską sugriovė! Laikas Leniną iškapstyti iš to mauzoliejaus ir sudeginti kaip šūdą. Visi Romanovai išžudyti, ir tai gerai.",PV_Communist/USSR,1
"Visiškas cirkas! Tas Peleckiukas – tik dar vienas savęs ieškantis Mesijus. Socdemai, žinoma, viską praturtina, o jis ten blūdijasi, kad tik jį išspirtų. Eilinė politinė šūdo krūva.",PV_Politician,1
"Konservatoriai, kaip visada, bando prisidaryti problemų. Jų noras susidoroti akivaizdus.",PP_TS-LKD,1
"Algirdai, laikykis, nesileisk toms konservbolševikėms ant galvos užlipti! Būk vyras!",PP_TS-LKD,1
"Algirdai, ar tu matai, kad Puteikis yra tik šūdo piltas? Jis daro tai, ką jam liepia iš viršaus. Kolūkio pirmininkas, na šūdas.",PV_Politician,1
"Andriukas gina savo švogerį, buvusį murzą, nes tas pedofiliškų burliokų fanatikas.",PV_Pro-Russian,1
"Andrius Užkalnis dangstosi, kas jam Šeimininkas? Tie konservatoriai – tokie pat raudonplėšiai.",PP_TS-LKD,1
"Konservatorių šūdai, nu ką čia ir komentuoti.",PP_TS-LKD,1
"Tie komunistai jau seniai išsikvailiojo, nieko gero iš jų nebėra. Tik šnekėti moka.",PV_Communist/USSR,1
"Koks čia Sakalas? Senas kreivas, jau laikas jam išvis išeiti į pensiją. Užtenka jau.",PV_Politician,1
"Konservatoriai – totalus šūdas, net neverta su jais diskutuoti. Lietuva greitai išnyks jų dėka. Noriu tikiėti, kad jie neturi jokios galios, ypač tokie idiotai gelbėtojais.",PP_TS-LKD,1
Navicko užpakalį lai suėda šunys. Tas milicijos veteranas – tikras šūdmalys.,PP_TS-LKD,1
"Komunistai ir KGB agentai, jūs prakeikti. Voityla yra šventas, o jūs esate tik purvinos kiaulės.",PV_Communist/USSR,1
"Vyktaras Svarščikas ir Arturščikas – tik korumpuoti šūdmaliai. Aptarnauja vieni kitus, kaip tikri vagys.",PV_Politician,1
"Aš matau tik paksinistus? Tai šūdas! Matau visus, paulauskiniukus, utiugovus, zuokinius ir užpiskinius. Kas sakė, kad matau tik paksinius, tegul dantis graužia už melą. Aiškų dalyką matai – su paksinistais tenka dirbt, o su Utiugovu ką diskutuosi?",PV_Eponyms,1
"Ar jau tie raudonai-purpuriniai kvailiai supras, kad reikia sustoti?!",PV_Conservative,1
"Ar užsišikau iki galvos su ta berete, samdytas kvailiukas?",PV_Conservative,1
"Ar jau socdemai bankrutavo? Visi išverstai, gyvenom gerai, tegul Ukraina renkasi dainininkus.",PP_LSDP,1
"Kas tu cia sneki apie transporta? Aisku, kad nieko nesupranti. Ir ka, tai dabar Kubilius kaltas? Konservatoriai, velnias ju imk, taip isdidziauja, kad pykina.",PP_TS-LKD,1
"Komunizmas? Tu rimtai? Lietuvoje? Tai kur tada tie protestai? Kapitalistines muses isgaruoja paskutinius pinigus, o tu snekai apie komunizma... Juokinga.",PV_OTHER,1
"Cia visi komunistai susibure? Nei proto, nei suvokimo. Kirkilas viska sutvarke, o Kubiliu kaltina... Velnias ju imk, butu jie visi sudegę.",PV_Communist/USSR,1
"Tu cia rusų agentas? Lietuvai tu prie ko cia isvis? Jei tavo tautiečiai cia chaosa kelia, tai tu pats blogis. Visi rusofilų vaikai vienodi.",PV_Pro-Russian,1
"Kokia laisve tu cia sneki? Zuve tuksantys del jusu, komunistu vaikų! Jus sugadinote sią šalį. Grynas velnias zino ką.",PV_Communist/USSR,1
"Tai daro su Vykarto palaiminimu, aisku. Tiesiog bando isvisus iseiti is po penktos kolonos stogo, bet vis tiek kenkia Lietuvai.",PP_DP,1
"Komsomolkėj susirinko tikri komunistiniai šūdai, pyksta, kad lietuviai nacionalistai švenčia. Tuokiu durniu visada buvo pilna.",PV_Communist/USSR,1
"Visas tas triukšmas apie pažeidimus buvo tik priedanga, kad paskelbtų rinkimus negaliojančiais. Grybauskaitė – tikra komunistė, nieko naujo. Visi, kas už ją balsavo – idiotai.",PV_Politician,1
"Laveckis, Virbickas, Vaicekauskas... Ar čia visi iš rusų atėjo? Tu debilas su ta berete, isikisk i savo šikną.",PV_Conservative,1
"Nacionalizmas Lietuvoje? Grynas šizofrenikų sapnas. Tautininkai – gal ir nieko, bet nacionalistus siųsti į vokiečių sikynas ir skalbti su Ariel.",PV_Conservative,1
"Atsiprašau, bet Airijoje geriau nei su tais komunistais Lietuvoj. Dėl manęs tai ir darbo galimybės atsirado, o LT jau nebėra ką veikti.",PV_Communist/USSR,1
"Nebalsavau, nes nėra už ką. Tie konservatoriai – praeityje, o tos dviračių kampanijos nieko nepadarys. Lietuva ir toliau važiuos į pragarą.",PP_TS-LKD,1
"Jums parodysiu, kas čia darosi! Manote, jūsų komentarai nieko nereikškia? Už tuos komentarus gausite, pasikartosiu, 185 ir 186 straipsniai. Kur dingsite prie Seimo? Langus daužysite ar vėl tą gumines kulkos šou surengsite?! Ei, važiuokit pas Kirkilą ir Buločnają, tie viską sužlugdė!",PV_Communist/USSR,1
"Aš matau, kad Lietuvoje politikai – tai tik pinigų grobstytojai. Jie svaisto mūsų pinigus ir Europos Sąjungos paramą, jiems mūsų nuomonė dzin. Kam man balsuoti? Tegul prezidentas valdo, bent pinigų sutaupysime. Tie konservatoriai – tai senų sovietinių laikų atliekos.",PP_TS-LKD,1
"Aš už DK partiją, nes jie stipriai prieš konservatorius. Komunistai mums pensijų nesumažino, o šis piderastas Kubilius nuskriaudė pažeidžiamiausius. Vainauskui irgi negerai pasibaigs. O jums, laimutes suteneriams, sėkmės.",PP_TS-LKD,1
"Tu, durniau, susikišk savo kepurę ten kur saulė nesviečia, nes iš tavo komentarų smirdantis šūdas byra.",PV_Conservative,1
"Paimkit pensijas, apmokestinkit bedarbius, o kitus išsiųst kitur gyvent! Konservatorių politika - prakeiksmas.",PP_TS-LKD,1
"Žmonės Kaune, Marijampolėje ir Lazdijuose balsavo už konservatorius, o dabar patys verčia. Tegul patys sau ieško priežasčių! Neatsimenu, kada su konservatoriais buvo gera. Visiškas šūdas.",PP_TS-LKD,1
"Iš karto po nepriklausomybės reikėjo visus komunistus uždrausti, kad šūdo nepridarė. Dabar jie slapstosi kitose partijose ir viską valdo.",PV_Communist/USSR,1
"Pikasas perką paksinius Kaune, kad paliktų Matijošaitį ir eitų prie konservatorių.  Aferistai, viskas jiems dėl pinigų. Pikasai, kaip sekasi prekiauti?",PV_Eponyms,1
"Konservatoriu durnius rasė nesąmones apie Narusevičiūtę? Landsbergi, atsakai už savo melus ar vėl, kaip Usas, teismą laimėjęs žmogus bus nušautas?",PV_Politician,1
"Ar Lietuva kada nors buvo taip prakeikta, kaip dabar konservatoriai padarė? Tie, kas normaliai atsakys, gaus beretes dovanu!",PV_Conservative,1
"Probudkit! Tai ne rusai, o Putino penkta kolona. Greitai pamatysit plakatais, kaip juos ""isvaduojam"" nuo Lietuvos fasistu. Kaip Ukrainoje - viskas kartojasi, kada gi mes pamokysim?",PV_Pro-Russian,1
"Žmogau, kiek šūdų isdarė konservatoriai, ir dar daro! Net nesuskaisysi. O del Smolensko, ar turit bent kokiu irodymu? Ar esi is visu konservatoriu pulko?",PP_TS-LKD,1
"Jis ne ""ritosi"", o kyla! Walteris Benjaminas – tikras genijus, irgi numire nuo narkotiku. Manau, senstant, taburetes tampa tiesiog būtinos, kad pakęstume tu idijotu (is Kauno pvz. ar kvadratiniu kvailuoliu pvz. is Garliavos pvz.).",PV_Eponyms,1
"Na, tas politologas – tikras konservatorių užpakalis. Išvis ką jis iš tų vagių tikisi? Tie tiks plėš ir turės pinigus, o galvose – nieko. Tegul durniuoja ir toliau.",PP_TS-LKD,1
"Liberastai vėl siaučia su savo isterija. Norisi sovietinių laikų, kai tiesa buvo aiški. Lietuva – lietuviams, ir amen. Bet šitie liberalai nori, kad būtume bet kurios šalies užpakalis.",PV_Liberal,1
"Ačiū už šūdus. Matyt, gyvenate srutose, jei turite tokią daug srutų. Teisingai, tiesa – tik konservatorių. O kas ne su jais, tas – durnelis.",PP_TS-LKD,1
Išmesčiau tą šūdą senai. Tegul tie beretnikai su juo daryna ka nori. Jokio gailesčio tiems parazitams.,PV_Conservative,1
"Ubagiška alga - ubagiška kokybė. Ir kas iš to? Direktoriams riebalai, o mokytojams trupiniai. Šitos ideologinės sekos jau pakako!",PV_Eponyms,1
"Rujojančiai tautai su Valatka Lietuva tikrai atitinka. Landsbergistai? Tas pats kaip su Jelcino Rusija, tik laiko klausimas. Ir tegu pyksta tie LDDP-istai, kad galvažudžiai dar nepasidavė.",PV_Eponyms,1
"Koks idiotas gali tikėti tais kremliaus pasakomis apie ""žaliuosius žmogelius""? Viskas buvo aišku iš pradžių - rusiška armija. Krymas priklauso Rusijai.",PV_Pro-Russian,1
"Jei matau be berečių, iš karto įtartina. Gėda Lietuvai su tokiais. Galimas daiktas, kad rusų šnipai.",PV_Conservative,1
"Vis dar sovietiniai vergai, nieko keisto. Reikia kelių kartų, kad ta komunistinė žaliažmogė perkeistų savo smegenis.",PV_Communist/USSR,1
"Butkevičiaus, drąsuolis! Tik nepamiršk prisidėti, kad jokios koalicijos su tais konservatorių šūdmalšiais nebus!",PP_TS-LKD,1
"Atsipalaiduokit su tais komunistais. Butkevičius tikrai ne komunistinis. Bet ta mergina, kurią remia konservatoriai... tai jau tikras komunistinis paukštis, nuo jaunystės.",PV_Politician,1
"Uspaskichas – šūdas, bet ir Paulauskas nieko gero nepadarė. Dalytei Dievas padėjo, bet ką ji gero nuveikė? Kubiliaus marionetė. Artūras turi kandidatuoti, nes jau Lietuvoje diktatūra, konservatoriai viską kontroliuoja.",PP_TS-LKD,1
Nieko blogesnio už komunistus pasaulyje nėra ir nebus. Tikra velnio drakonai.,PV_Communist/USSR,1
"Socialdemokratai – tikri parazitai, Lietuvai tik kenkia. Visada prisidirbdavo, ir dabar prisidirbs. Nieko gero is ju neispes.",PP_LSDP,1
"Socdemai? Jų nebėra. Tik kapitalistai, pasipuošę socialdemokratų vėliavomis. Grynas veidmainiavimas.",PP_LSDP,1
Premjeras – tragedija. Tie kairieji su savo darbiečiais ir tvarkiečiais prikišę pilną krūvą komunistinių šūdų į ministerijas.,PV_Communist/USSR,1
Konservatoriai – tik vagys. PVM jiems reikalingas tik biurokratų kišenėms pildyti. O pensininkams lieka tik trupiniai.,PP_TS-LKD,1
"Aš balsuosiu už bet kurią partiją, kuri į kalėjimą pasodins tuos šūdus: Kubilių, Razmą, Stomą, Matūzą. Net jei tai bus komunistai.",PV_Politician,1
"Na, pagaliau gal pabaigs tie darbiečiai ir tvarkiečiai savo šūdų darymą, jei LLRA išmes juos iš koalicijos.",PP_Other,1
"Aš tai jau iš viso atsisakiau tikėt šiais rinkimais. Tie buvę komunistai ir Lansbergis jau seniai Lietuvą pardavinėja, o žmonės kaip avys už litus balsuoja.",PV_Communist/USSR,1
"Berete, tu tikras Kremliaus sūnas, galėčiau lažintis. Bet žmogus turi teisę kalbėti ką nori.",PV_Conservative,1
"Berete, ar tu išvis neprisipylęs kelnių iš baimės? Smirdat nuo tų rusų tankų. ROSSIJA, VPERED!",PV_Conservative,1
"Štai kodėl aš nekenčiu komunistų. Visi jie kaip tie Berluskonis ir Napoleonas - seniai prisidėję, su jaunuoliais leidžiantys laiką. Gal kam nors tai patinka, bet man tai šlykštu.",PV_Communist/USSR,1
"Tas Lietuvos debilas sako, kad išvykimas - gerai, o iš tiesų jis žmones išvarė iš šalies.",PV_Politician,1
Fufaikiniams tai tinka. Juk jie kvaili kaip murzinai.,PV_Pro-Russian,1
Šlykščiai atrodantys konservatorių komentarai. Atrodau kaip idiotų prieglaudoje.,PV_Conservative,1
"Konservatoriai antri, blyn! Kas čia darosi, agurkai valdžioje?!",PV_Politician,1
"Koks šlykštus tas Masiulis, tikras konservatorius, blyn.",PP_TS-LKD,1
"Visokie konservatoriai, tikrai menki zmogeliai.",PP_TS-LKD,1
"Tu asilas, jei uz toki klauna kaip Valinkas balsuoji! :D",PV_Conservative,1
Kraujasiurbius ir klibius i siukslynus! Pensijas ir atlyginimus grazinkit!,PV_Eponyms,1
"Kur ta politine sistema? Visi komuniskai tyli, kiausais laiko.",PV_Communist/USSR,1
"Komsomolkė? Tu rimtai? Sitie komsomolai, durniaus berete.",PV_Pro-Russian,1
"Na, štai jums ir tiesa, ne kokie ten NATO kariai, o lietuviški medžiotojai ginkluojasi. Penkta kolona, verkitės dabar! Rusija nė su ko čia nepasirodys, paimkite daiktus ir spruokite.",PV_Pro-Russian,1
"Socdemų sąrašas – vieni nevykėliai. Jokie ūkininkai, tik suolų trintojai. Butkevičius, Blinkė, Petrauskienė, Kirkilas, Juršėnas, Karosas – visą laiką Seime, jokios naudos. Išvis jau laikas keliauti namo.",PP_LSDP,1
Konservatoriai prisijungė prie Gavnolijos ir rengia Lietuvai perversmą. Bolševikai sujungėsi!,PP_TS-LKD,1
"Brazauskas buvo tikras lietuviškas lyderis, o Landsbergis tik sugadino Lietuvą. Zydu vergai.",PV_Politician,1
"Brazauskas bent jau normalus politikas, o Landzbergis ir Kubilius – totalus nesusipratimas. Konservatoriai, atsibuskit, Lietuva ne tik jums priklauso, liaudies kliedesiai!",PV_Politician,1
"Brazauskas dirbo Lietuvai, o Landsbergis – šūdmalūnis, užsienio marionetė, per metus viską sugriovė.",PV_Politician,1
Bronius Matelis – dar vienas konservatorių išrinktas kvailys.,PV_Politician,1
"Niekas nesistebetu, kad paksistai neturi jokio intelekto. Buvau tikras, kad jis is ten.",PV_Eponyms,1
"Raudonoji Magnolija, bunkeryje sėdinti, jau nieko nepadarys, tik kedofilų paskutinė viltis. Bajoras pražuvo.",PV_Eponyms,1
"Burokevičius visada šnekėjo su tais, kas Lietuvą perdavė. Tie, kas gynė laisvę, buvo tiesiog ""nacionalistai"", o ji su pačiais kgbistais. Ačiū Dievui, kad jau baigėsi ta šūdų era.",PV_Conservative,1
"Uzkalnis, tu tikras konservatorių parazitas. Sėdi sau ant užpakalio ir skundžiesi, kad viskas blogai. Lietuviai patys kalti, kad juos kas nors veikia. Išvis užknisi, eik dirbti.",PV_Conservative,1
"Vėl pensijas mažins? Kas gi neturi pinigų, kad galėtų gyventi? O bedarbiams mokamą mediciną? Grynas juokas. Kubilius ir Landsbergis siaubia Lietuvą.",PV_Conservative,1
"Butkevičiau, tu išdavikas! Pardavei DP už ką? Konservatoriai laukia progos, bet mes jų nerinkome. Būk vyras ir dirbk žmonėms!",PP_TS-LKD,1
"Konservatoriams reikėtų pačiams pasijusti, ką reiškia gyventi pagal jų sukurtas sąlygas. Tada pamatytų, kokia baisi yra Lietuva.",PP_TS-LKD,1
"Aš irgi ten buvau, prie parlamento. Gėriau degtinę su ruskių boba, agitavau už konservatorius. Dabar laisvas kaip paukštis, valgau atliekas. Užteks, velnias jų belst, už tokią laisvę!",PP_TS-LKD,1
"Velnias jus paimtų, socdemai, darbiečiai ir liberalai! Užknisote.",PP_LSDP,1
"Socdėmai, tvarkiečiai, darbiečiai – visi prakeikti! Nieko gero iš jų neišėjo.",PP_LSDP,1
"Ramūniukui Caraičiui šikna dreba, kad milijonus prarasi, kuriuos pats susisuko valdžioje. Dabar putoja, šūdmalūnis.",PV_Politician,1
"Caras buvo kvailas, paleido žydus komunistus, o jie paskui Rusiją sugriovė. Nužudė carą ir visą jo šeimą, išžudė milijonus nekaltų žmonių. Dabar jų genai veliasi į visus.",PV_Communist/USSR,1
"Durnius, niekas ir nesistengia Burakevičiaus šūdų kritikuoti, tik išduoda, kaip komunistinė-KGB suoda elgiasi. Prezidento Lietuva neturi – turi sukčią, kuris apgaule į prezidento kėdę įsisėdo, nuslėpęs savo šlykščią Lietuvos išdavikės praeitį!",PV_Politician,1
"Degutienė ir visi konservatoriai – galva jau neatrodo, neturi jokio supratimo, kaip dėmesį pritraukti ir postus gauti. Laukit, visi!",PP_TS-LKD,1
Koks durnius Kubilius ir visa jo išsigimusių konservatorių armija kartu su Landsbergiu – nesulauks Naujųjų metų!,PP_TS-LKD,1
"Dieve, išgelbėk Lietuvą! Paksas laimėjo rinkimus, o konservatorių gauja su krikščioniais demokratais jį nuvertė. Dabar, pralaimėję rinkimus, bando per teismus sustabdyti išrinktus seimo narius ir kišti į kalėjimą. Venskienei irgi gresia kalėjimas dėl tų pačių konservatorių. Kvailis Palaskas nematė tikro priešo – Kubilių. Po Viktoro ir Venskienės Palaskas bus niekam nereikalingas, o konservatoriai vėl valdysis Lietuvoje, kuria pražudė!",PP_TS-LKD,1
"Tremkit konservatorbolševikus! Po rinkimų nė vieno konservatoriaus, liberalo, socdemo ar darbiečio Seime! Už Lietuvą be Kubiliaus chuntos! Už Drąsos kelią! Už Neringą Venckienę!",PP_TS-LKD,1
"Kvailė, kaip visi konservatoriai, nieko nesupranti! Iš tėvų pinigų gyveno, gal dar ką nors prisivirė. Invalidė, tikrai... ",PP_TS-LKD,1
"Durnelis raudonasis, ką tu beprotauji?",PV_Left/socialist,1
Vėl ta smegenų išplauta konservatorių beretė kalba nesąmones. 480 geriau nei 370? Idiotai.,PV_Conservative,1
"Dabar jau darbo partijos šūdininkai riks, kad Prezidentas jiems trukdė. Nieko gero Lietuvai? Nesikeis tai.",PP_DP,1
"Vėl lauksime, kol komunistai mulkins žmones apie nemokamą gydymą. Padvėsęs – proga išgerti. Brazauskinė gauja artėja prie pabaigos.",PV_Communist/USSR,1
"Na, dabar vel tos Tapšnoto fanatikės išlįs iš savo urvų.",PV_Eponyms,1
"Vel ta politika, socdemai meluoja, konservatoriai meluoja. Tikriausiai visus Kubilius ir socdemus Gazpromas nupirko ir dabar valdo.",PV_Eponyms,1
"Dabartinė valdžia Lietuvoje – vieni šūdmalėnai. Vokietis bent tvarką įvedė, o komunistų atliekos tik griaučia.",PV_Communist/USSR,1
"Tie atvykėliai, tai Putino agentai! Reikia juos visus suimti ir išsiųsti atgal. Valstybės saugumas privalo patikrinti kiekvieną iki giliosios giminės.",PV_Pro-Russian,1
"Kubiliau, tu koks debilas? Dabar dar ir radijo aparatų nori apmokestinti? Tu velniškai išprotėjęs!",PV_Politician,1
"Stalinas buvo teisus - žmogus yra vėžys. Konservatoriai mus gelbėja, dėkitės prieš juos! Ačiū, kad sveikatos sistemą sugriovėte.",PP_TS-LKD,1
"Bobelis vagis, Katinas komunistų šūdas! Utenos žmonės, kada pagaliau suprasit, kad jus mulkina? Komunistai niekada nesikeičia!",PV_Communist/USSR,1
"Lietuvių liaudis – debilai, balsuoja už bet ką. Lietuva eina į dugną, bet jiems dzin. Konservatoriai ir Gribauskaitė – mūsų prakeikimas.",PP_TS-LKD,1
"Konservatoriai - vienintelė normali partija Lietuvoje. Žurnalistai, rašantys prieš juos, yra idiotai, kurie nori sugriauti šalį. LRytas – šūdmalūnas!",PV_Eponyms,1
"Atsidirbi sau, maskoliuke, ar ka?",PV_Pro-Russian,1
"Konservatorių kišeninis prezidentas viską sugadino! Skolos, korupcija, skurdas – tai jų darbas.",PP_TS-LKD,1
Rusų antplūdis – tai penktos kolonos sustiprinimas. Putinas jau ruošiasi užimti Lietuvą.,PV_Pro-Russian,1
Brazausko mirtis – Lietuvos pabaiga. Tie konservatoriai viską sugadino.,PV_Conservative,1
Seime per daug konservatorių! Visiems jau iš galvos išėjo.,PP_TS-LKD,1
"Ar tie konservatoriai išdavė Lietuvą lenkams? Kiekvienam aišku, kad tai padarė komunistai su Landsbergiu priešakyje!",PV_Politician,1
"Lietuvos rinkėjai, apimti bambalių ir Kedžio košmarų, buvo apgauti! Konservatoriai ir komunistai – žmogžudžiai! Sėkmės jums praske!",PP_Other,1
Koks debiliškas komentaras? Rusiškas? Ištrinkite jį tuoj pat! Nereikia čia rusų propagandos.,PV_Pro-Russian,1
"Iš Lietuvos jau nieko gero nesulauksime. Landsbergis, tas šūdmalūnas, seniai išbegęs į užsienį. O dabar dar ir anūkui vietą šildo!",PP_TS-LKD,1
"Veliau jau nieko blogiau negali buti nei tie liberalai-qbiloidai. Tikiuosi, i svietimo ministerija ateis tikras lietuvis, o ne kazkoks kosmopolitas. Balsuoju uz Tautininkus, uz tikra Lietuva!",PV_Eponyms,1
"Kremliaus mulkiai gamina tokius 'ekspertus', kad prifarširuotų mus melais. 90% šūdo, 10% tiesos – standartinis rusų receptas.",PV_Pro-Russian,1
"Konservatoriai – didziausi komunistsai Lietuvoje, tik pasislepę po demokratijos kauke. Tikri čekistai, nieko daugiau.",PP_TS-LKD,1
Valatka yra didziausia Lietuvos prakeikimas. Del jo Kubilius nesugebejo isgelbet Lietuvos. Grynas sabotuolys.,PV_Eponyms,1
"Lietuvoje vyksta cirkas! Brazauskas nori valdžios rūmų, tegul iš savo kišenės moka. Senas komunistinis suolis ir seime sėdintys durneliai – visi vieni.",PV_Politician,1
"Komunistus reikia sumušt, nes jokios kitos išeities nėra.",PV_Communist/USSR,1
"Konservatoriai ir socdemai – šūdmaloniai, pridarę Lietuvai daugiau blogo nei Stalinas!",PP_TS-LKD,1
"Socialdemokratai – kvailiai ir melagiai, tik tuščių pažadų duoda. Visą pinigų šūdą praes.",PP_LSDP,1
"Lietuva – durnių kraštas, nuolat balsuoja už vienus ir tuos pačius. Socialdemokratai viską sugadino.",PP_LSDP,1
