text,target,value
"Aziatai - didžiausi veidmainiai. Patikėti jais negalima, visada kažką slepia. Dirbu su korėjiečiais, taivaniečiais ir kiniečiais - tai tikrą melo fabriką mačiau.",Chinese,1
Visada tauta isikisia kur nereikia. Lietuviai kaip prasta...,Lithuanian,1
Dachau vis dar stovi? Nieko nepasimoke is istorijos...,Jewish,1
"Lietuva - totalus sūdas. Gėda prisipažinti, kad esu lietuvis. Bandysim išspaudti paskutinius pinigus iš turistų.",Lithuanian,1
"Ukrainiečiai - kvailiai, galvoja kad karą laimės. Tik dar didesnė nelaimė.",Ukrainian,1
Jie visada tik šūdų prišika. Aš matai jau daugiau gyvenime prispėjau.,Unspecified-ethnicity,1
"Cigonai, parazitai prisidauke, bet pabandyk tai iskart isreiksti – iskart ant galvos prisikrausi bedu. Bijot reikia, pasakysiu.",Roma,1
"Aisku, kas kaltas del maisto kainu? Juodaodziai, aisku. Jie visada is to islozia.",Dark-skinned,1
"Maskoliu durniai, tik ir zinot kaip prie kompo sedet. Rusofasistai, supyze. ",Russian,1
"Ukrai, visus i zeme! Amerika tai gerai supranta, reikia ju sugriauti.",Ukrainian,1
"Tu pats esi didziausias lašinis, o jei esi rusas – tai viską suprantu. Toks smegenų stygimas.",Russian,1
"Amerikiečiai – viso pikto šaknys. Sukčiau, padarai ir jų tarnai – tikri parazitai.",American,1
Žydai visada buvo ir bus Lietuvos prakeiksmas. Jų masonų klasta naikina mūsų tapatybę.,Jewish,1
"Čigonai, o ne migrantai. Tiesiog vietinė žagarėliai, kurie niekur nedirba.",Roma,1
Tie latvių išsigimėliai vėl sukėlė chaosą. Jų buduliai džiaugiasi kiekviena nesąmone.,Latvian,1
"Ukrainieciai - kvailiai, tokie veiksmai tik naciu darbas.",Ukrainian,1
"Lietuviai pardave save uz JAV. Gali isvykti, jei nori.",Lithuanian,1
"Zydai vel su savo kerstu, viskas grius ant NATO. Arabai juos stumia i karus.",Jewish,1
"Emigrantai, paliekite mus ramybe! Juodaodziai - beda, o jei balti, tai tik nusikalteliai.",Dark-skinned,1
"Cigonai, vel rodote savo tikra veida, siuksles!",Roma,1
Dar viena rusų sukurta melagiena. Kiek kvailių tuo patikėjo?,Russian,1
"Tu tikras kvailys, jei balsuoji už Pogankiną. Ir reikalauk algų Seimūnams, durniau. Jei nesi ruskis, tai mes dėl jūsų visiškai pražūsime.",Lithuanian,1
"Estai protingesni, su amerikiečiais ne užsiserviruok, o mokosi. Lietuviui davė laisvę, ir iš karto prie rusės priekabiaujasi. Būk žmogus, bet Estija tavo žemė, gink ją. Ir Putinui reikia 5 kolonos, kad įsisavintų.",Lithuanian,1
"Štai prabilo fašistas. Išsikrauk iš Lietuvos, suveikliau.",Unspecified-ethnicity,1
"Sunaikinkim ta fasistine Amerika, velnias jos imtu! Ir visokius sionistus kartu su ja. Rusija, Kinija, duokit durna!",Jewish,1
"Tie fašistai iš Maskvos vis bando mus apgauti, kad viskas buvo gerai. Kokia demokratija Gulage, durniai? Visi kaimo kvailiai, prisiminkit, ką pergyvenom! Lietuvių tai jau nieko neliko, tik litofcai.",Lithuanian,1
"Tas fašistinis žydų režimas jau pražilęs, laikas jiems boikotą skelbti! Vakarų pasaulis jau suprato.",Jewish,1
Velnias paeik Palestiną! Jokie palestiniečiai man nerūpi.,Palestinians,1
"Kad visa Japonija sprogtų kuo greičiau! Tada radioaktyvus debesis sunaikintų Rusiją ir visus rusus, velnias juos imtu. Dievas padėk Japonijai!",Central-Asian,1
"Tai va, paaiskinkit man, kuo zydai skiriasi nuo rusku, jei visi jie okupantai? Rusus bombinti – gerai, o zydus – blogai? Kas cia per dvigubus standartus?",Jewish,1
"Laikas jau paskandinti tuos zydus, jankius, subines laizytojus! Iki velniu i duona, tas jankis!",American,1
"Dirbi pasienyje ir matau, kaip tie rusai bandosi prasiskverbti. Neisvaikysit ju is ten, kur jau ikele koja.",Russian,1
"Jankiai irgi nieko gero, bet geriau jau jie, nei ta Putino raudona gauja. :))",Russian,1
"Vingis tegul nesvajoja, kad šie žydai aferistai paliks ramybėje. Jie vis ieškos, kaip dar daugiau prisikrauti pinigų. Gali bankrotuoti visi verslininkai, jiems vis tiek gerai.",Jewish,1
"Anglosaksai ukrus kaip šūdus mala, o tie dar ir Stocholmo sindromą čia vaidina. Išvis smegenų neturi, turbūt.",Ukrainian,1
"Žydai – šėtono tarnai, nieko daugiau. Jų blogumas neišnyksta.",Jewish,1
"Kacapai – žvėrys, jie net vaikus negaili. Nekenčiu jų.",Russian,1
"Rusakalbiai – šūdmalūšiai, tegu pražūsta visi.  Rusofobas esu ir didžiuojuosi tuo.",Russian,1
"Laikas žydus sumedžiot, prieš jie mus visus sunaikins. Kiek galima toleruoti?",Jewish,1
"Aš garantuoju, tas namas buvo pastatytas čigonams. Nei airis, nei lietuvis tokiame lėšūnime negyvens. Užuolados virš vaiko lovos? Tai jau tikrai pigiai atrodo, kaip iš dėžės.",Roma,1
"Pugaciauskas dirba sionistams, kaip tikras žydas. Netrukus niekas nebetikės tais kraujo išgeriančiais pabaisomis. Jie jau beveik viską kontroliuoja. Illuminati surengė rugsėjo 11-ąją!",Jewish,1
"Čigonai – jau gimę vagys. Deguto kibiras į medaus statinę, taigi taip ir yra. Išsigąstu pamačius čigonus, bėgu toliau. Retas rastis padorus tarp jų.",Roma,1
"Šaunus reikalas, kad siųs tuos ukrainiečius į Olandiją. Mažiau kvailių bus Lietuvoj.",Ukrainian,1
"Rusai, durneliai, isvis nieko nesupranta, vieni saugo principus, kiti uz pinigus visa Lietuva parduos. Jokios vienybes cia nera, tik vergystė pinigams. Man už tokių gėda.",Lithuanian,1
"Teisingai sako, reikia tas šūdas naikinti. Bet kur automata isigyt, kad butu patogiau?",Unspecified-ethnicity,1
"Zidai, fainai, jau tie bepročiai pamatys! Jau senai reikėjo jiems į galvas įduoti.",Unspecified-ethnicity,1
"Geras lenkas – miręs lenkas. Reikia važiuoti į jų kraštus ir duoti jiems per galvas, kad suprastų savo vietą. Jei baltas pradėtų šnekėti jų rajone, geriausiu atveju gautų į snukį. Taip pat reikia elgtis ir su lenkais.",Polish,1
"Pasakysiu tiesiai – gėda būti lietuviu, radikaliau sakant. Geriau būti bet kuo, tik ne lietuviu.",Lithuanian,1
Tipinis lietuviškas kvailumas – neapykanta žydams ir rusams. Šlykštu.,Lithuanian,1
"Palinkėčiau jums sėkmės išvažiuojant! Lietuviškos karčios bobos ir šlykštūs vyrai, o jos dar ir piktai žiūri į azijatus, afrikiečius ir albanus dėl nieko.",Lithuanian,1
"E, baudžiauninkai, ar žinote, kad Lietuvoje visgi galima normaliai gyventi?",Lithuanian,1
"Naivi moteris tikėjosi, kad žurnalistė išlaikys paslaptis? Italijoje? Tuokį patikėtum kaip cigonų taborą.",Roma,1
"O kad Dievas greičiau šaltį duotų, kad prieš lapkritį visi pragestų. -30 laipsnių, ir jau nieko neliktų. Užšaldytų visus tas šaltis!",Unspecified-ethnicity,1
"Ateis diena, kad žydai už viską atsakys, degs jie pragare kaip žiurkės.",Jewish,1
"Šie amerikiečių okupantai greitai užkrės Šiaulių mergas AIDS. O kai išgers, gaus į inkstus nuo Šiaulių jaunimo. Kariškiai – tai gryna pornografija.",American,1
"Greitai Gaza bus išvalyta, pagaliau bus ramybė. Seniai reikėjo tai padaryti, patyrė pakankamai.",Palestinians,1
"Opozicija niekada nepriims valdžios, nes Sucharuko grupuotė išėjo iš koalicijos, kad įkištų Kubiliui ir Vagnoriui pakalikus. Kai tie bėgliai (krikščionys) sugrįš, koalicija vėl stiprės. Visa tai pagal Maskvos žydų planą – Lietuva turi griūti, kad pati prisijungtų prie Rusijos. Akivaizdu, kad tie žydai iš Brazausko aplinkos Lietuvą veda į Rusiją.",Jewish,1
"Dabar išnaikint tuos žydų šūdus, bet bėda, kad Vokietijoje jų prisidaugina kaip parazitų, po dešimt vaikų per metus. Žydai niekad patys karo nepradėjo, bet kas su jais pradeda, tas išnyksta. Krečiausios karves.",Jewish,1
"Grybai, mokykis kalbos, man dzin. As rusas ir rasau su klaidom, nes lietuviu man nereikia, tik runkeliams kaip tu rasyti. Tu klaidu pridarei, lietuvi, tai kalba isnyks per 20 metu.",Lithuanian,1
"Grybauskaitė ir visa ta lietuviška daryk – naikyk jau seniai pasmerkti. Aišku, kad ne rusai, o tie amerikiečiai, visų problemų šaltinis. Jie visą pasaulį nori pavergti. Kur bežiūrėk – visur amerikiečiai žudo ir naikina. Europa Lietuvai nieko nedavė, tik laisvę ir bomžus. Grybauskaitė turėtų užsičiaupti ir susitaikyti su rusais.",American,1
"Išgerkit ir grįžkit iš kur atėjote, šūdmalda.",Unspecified-ethnicity,1
"Baltarusiai – šūdmalonės, tiesiog šūdmalonės 🤮",Belorussian,1
"Rusiai Lietuvoje, tai jau tikra tragedija. 40 metų čia ir lietuviškai nemoka. Į šūdą juos siųst.",Russian,1
"Orkams išvis jokios Olimpiados! Gryni šūdai, tiesiog šūdai 🇷🇺🐓🐓🐓💩💩💩",Russian,1
"Haholai, kad išnyktumėte visi. 😂",Ukrainian,1
"Amerika visus musulmonus remia, o žydus gina. Nušvinkite juos visus!",American,1
"Visagino rusai – vieni parazitai, reikia juos išsiųsti atgal į savo šūdiną Rusiją. Pakankamai turėjom jų čia.",Russian,1
Ukrainiečiai ir jų propaganda – tas pats šūdas kaip ir rusų melas. Visi jie vienodi.,Ukrainian,1
"Žydai – Dievo prakeikti. Holokaustas buvo teisinga pamoka, o jeigu nesimokys, gaus dar daugiau. Atsiprašykit už savo nuodėmes!",Jewish,1
"Juodšūriai ir rudakiai – niekšai. Gerai būtų, jei juos visi išnaikintų. Rusai čia teisūs, reikia juos palaikyti.",Dark-skinned,1
"Tie žydai vis dar nori, kad jų nepaliesim? Nu blin!",Jewish,1
Iš lenkų vaikų lietuvių fašistus auginti? Koks šūdas!,Polish,1
"Rusai? Debilai! Be Sibiro grobio būtų skurde. Lietuvoje smirdėčiau ir kenčiau, jei jie pasiliks. Išvaryti juos visus!",Russian,1
"Jeigu Lietuvoje eina kažkokie keistai atrodantys žmonės, jau esam fašistai. O Izraelis elgiasi kaip nacistai, bet visiems jie avinėliai? Dvigų standartų šūdas.",Jewish,1
Tie jankiai jau iki dugno nuėjo - ragina žudyti! Šūdmalūniai.,American,1
"Na ka, prasnekejo kas? Visiskai sugedusios moralės šalis. Tolerancija atves iki to, kad po arabų užpakalio busim, tada ir pamatysim, kas kalbės apie toleranciją.",Arab,1
"Kas tie nigeriai veikia Lietuvoje, galėtų išvis išsikraustyti. Lietuviams visko neleidžia daryti. Tikiuosi, kad kas nors jiems parodys kur jų vieta.",Dark-skinned,1
"Ir neverta aiškinti, kad ukrainiečių samdiniai tik ir nori rusų nužudyti, o ne vaišinti šokoladais.",Ukrainian,1
Ir tie valkatos dar gauna pinigus iš valstybės? Tai jau tikrai per mažai jiems!,Unspecified-ethnicity,1
"Ir kam davėte pilietybę šiems debilams? Geriau būtų ledo šokėja ją turėjusi, negu šios žirgo galvos.",Latvian,1
"Bačeli, tu durneli, siaubsi, o negrams duona nešiosi.",Dark-skinned,1
"Iš Gazos bėga teroristų motinos, o ne angelai iš rojau.",Palestinians,1
"Negrai geriau nei tie pedikai, tiesiog faktas.",Dark-skinned,1
"Tu esi tikras maskolis, todėl ir nieko normalaus negali pasakyt.",Russian,1
"Išėjai į tualetą kaime, o ten negrui ginklas. Kas čia užėmėjai, palaukite manęs!",Dark-skinned,1
"Visada ta pati daina apie zydus – vargstanti, apgaudinėjama tauta. O apie pasaulio valdymą ir pinigus tai jau iš viso nesąmonė. Paleistinkit jau tuos senus mitus.",Jewish,1
"Lietuvoj sveikatos sistema – vienas didelis šūdas. Be kyšio nieko nepeš, grynas nusikalstamumas.",Lithuanian,1
"Ką čia tas burbuliuoja? Tas įstatymas palies visus, įskaitant ir rusus. Ir kiek jų čia?! Jei nepatinka Lietuva, varot į savo Lenkiją!",Polish,1
"Lietuvos durneliai visada kažką priekaištauja. Italai ir prancūzai džiaugiasi JAV bazėmis, o mūsų visiems blogai.",Lithuanian,1
"Izraelio vyrukai nusipelnė to, kas jiems atsitiko. Už visus tuos vaikus, kuriuos jie nužudė.",Jewish,1
"Izraelis teisingai daro, kad gina savo teritoriją. Tie padarai turėjo likti savo vietose, dabar tegul atlygina už mirtis.",Palestinians,1
"Izraelis turi išnaikinti Gazą nuo pamatų. O Europa, susipraskit ir uždarykit sienas tiems laukiniams.",Palestinians,1
Izraelis pagaliau gaus progą sutvarkyti Gazą. Žvalgyba tikrai nepraleido to veltui – reikia preteksto išnaikinti palestiniečius.,Palestinians,1
"Šis žydas tikrai nešvarumas, matyt įsisuko į aferas.",Jewish,1
"Jei žmogus kalba apie Ameriką ir žydus, vadinasi, jis rusų agentas. Jums ko ten Kremliuje pasakė?",Russian,1
"Tie lietuviai, prisidaužę, dabar visur išlindo.",Lithuanian,1
"Visus lietuvius iš Anglijos šluoti, nedelstant! Anglija – anglams! Kiti europiečiai supras.",Lithuanian,1
Reikia sunaikinti tuos pabaisas. Palestiniečiai nesigailės.,Palestinians,1
"Žydai prašo pagalbos, nes runkeliai vėl bandys jiems imti valdžią.",Jewish,1
"Lenkai jau vėl išsišokė kaip senais laikais, lietuviai - šūdas, varykite juos iš Lietuvos!",Polish,1
"Vis dar laukia Sibire lietuvių, kurių dar nepavyko išvežti...",Lithuanian,1
"Jankiams tai kaip serialas, o mes bent protingi buvom, amerikietiskus filmus ziurejom.",American,1
"Ukrainiečiai jau pralaimi, nes kontrpuolimas nieko nepadės.",Ukrainian,1
"Seniai reikėjo tą šūdmalę su visais teroristais nugriauti. Žaidžia jau seniai, laikas baigt.",Unspecified-ethnicity,1
"Žydai supranta, kad jų valdžia baigias, todėl ir šlykščiasi, nes jie yra niekam nereikalingi velnio atstovai.",Jewish,1
"Cigonų logika: jei pavagia nuo saviškių - nuodėmė, jei nuo kitataučio - norma. Visi jie šūdmalės.",Roma,1
"Jei ne tas žydas, tai septyni milijonai jam būtų nė motais. Jie tik ir galvoja apie pinigus ir gišeftą, o ne apie darbą.",Jewish,1
"Viską Amerika išdarys, šūdmalonės. Visada tie amerikiečiai kuria konfliktus per kitus.",American,1
"Jei lietuviai gali baltarusius vadinti gudais, tai ir pastarieji turi teisę mus vadinti kaip nori, debilais.",Lithuanian,1
"Rusai okupavo, bet lenkai irgi ne šventieji. Iš karto mus būtų prisijungę, šūdmalonės.",Polish,1
"Baltarusių čia jokios vietos nėra. Tik su viza ir po VSD tikrinimo, o geriau išvis neužleisti.",Belorussian,1
"Išvis durniai, ateina pas mus ir viską naikina, chuliganai.",Unspecified-ethnicity,1
"Pikėliai, ką jau ten! Visi žino, kokie jie yra, šūdmalūniai.",Roma,1
"Tas išprotėjęs, sako, kad žydai viską čia suorganizavo, kaip naciai. Kas jam galvoje?",Jewish,1
"Lenkai vėl kišasi į mūsų reikalus, reikalauja ko neturi teisės. Šūdmalūniai.",Polish,1
"Bliamba, tie čigonai tik parazitai, nieko gero iš jų! Viską naikina, degint juos visus!",Roma,1
